JD,Filter,mag,magunc
2458931.92,ATLAS-c,20.38,-99.0
2458933.88,ATLAS-o,20.16,-99.0
2458949.87,ATLAS-o,20.1,-99.0
2458951.84,ATLAS-c,20.55,-99.0
2458953.92,ATLAS-o,20.12,-99.0
2458957.88,ATLAS-o,20.05,-99.0
2458959.8,ATLAS-c,20.49,-99.0
2458961.87,ATLAS-o,20.21,-99.0
2458967.8,ATLAS-o,20.11,-99.0
2458980.79,ATLAS-o,20.41,-99.0
2458981.81,ATLAS-o,20.29,-99.0
2458983.8,ATLAS-c,20.41,-99.0
2458987.83,ATLAS-c,20.35,-99.0
2458989.79,ATLAS-o,20.38,-99.0
2458991.77,ATLAS-c,20.28,-99.0
2458993.8,ATLAS-o,20.41,-99.0
2458995.79,ATLAS-o,20.12,-99.0
2458997.76,ATLAS-o,20.08,-99.0
2459013.76,ATLAS-o,20.25,-99.0
2459180.09,ATLAS-o,20.21,-99.0
2459194.1,ATLAS-o,20.62,-99.0
2459196.11,ATLAS-c,20.27,-99.0
2459198.04,ATLAS-c,20.79,-99.0
2459207.05,ATLAS-c,20.72,-99.0
2459208.08,ATLAS-c,20.54,-99.0
2459209.06,ATLAS-c,20.32,-99.0
2459210.05,ATLAS-o,20.15,-99.0
2459222.11,ATLAS-o,20.14,-99.0
2459225.04,ATLAS-c,20.72,-99.0
2459230.06,ATLAS-c,20.92,-99.0
2459231.99,ATLAS-c,20.62,-99.0
2459250.11,ATLAS-o,20.18,-99.0
2459252.08,ATLAS-o,20.41,-99.0
2459253.93,ATLAS-c,20.58,-99.0
2459255.94,ATLAS-c,20.62,-99.0
2459258.08,ATLAS-c,21.04,-99.0
2459262.03,ATLAS-c,20.64,-99.0
2459267.97,ATLAS-o,20.16,-99.0
2459268.89,ATLAS-o,20.1,-99.0
2459277.94,ATLAS-o,20.38,-99.0
2459288.86,ATLAS-o,20.72,-99.0
2459291.93,ATLAS-c,20.72,-99.0
2459292.89,ATLAS-o,20.03,-99.0
2459293.89,ATLAS-o,20.65,-99.0
2459304.92,ATLAS-o,20.12,-99.0
2459309.85,ATLAS-c,20.79,-99.0
2459313.85,ATLAS-c,20.72,-99.0
2459319.86,ATLAS-o,20.25,-99.0
2459321.81,ATLAS-o,20.62,-99.0
2459334.82,ATLAS-o,20.23,-99.0
2459335.84,ATLAS-o,20.3,-99.0
2459343.79,ATLAS-c,20.52,-99.0
2459345.82,ATLAS-o,20.58,-99.0
2459347.85,ATLAS-c,20.21,-99.0
2459349.8,ATLAS-o,20.46,-99.0
2459363.79,ATLAS-o,20.12,-99.0
2459367.78,ATLAS-o,20.14,-99.0
2459373.78,ATLAS-c,20.14,-99.0
2459588.1,ATLAS-c,20.46,-99.0
2459588.97,ATLAS-o,20.19,-99.0
2459590.02,ATLAS-o,20.14,-99.0
