JD,Filter,mag,magunc
2459521.08,ATLAS-o,20.11,0.24
2459523.08,ATLAS-c,20.33,-99.0
2459527.04,ATLAS-c,20.28,-99.0
2459545.04,ATLAS-o,19.71,0.25
2459547.05,ATLAS-o,19.84,0.15
2459561.01,ATLAS-o,20.08,0.27
2459580.94,ATLAS-o,19.91,0.19
2459584.96,ATLAS-o,19.91,0.18
2459586.95,ATLAS-c,20.57,0.29
2459588.93,ATLAS-o,19.53,0.13
2459591.06,ATLAS-c,20.45,-99.0
2459592.9,ATLAS-o,19.74,0.26
2459594.04,ATLAS-o,19.94,0.33
2459604.95,ATLAS-o,20.4,-99.0
2459605.9,ATLAS-o,20.27,-99.0
