JD,Filter,mag,magunc
2458990.85,ATLAS-c,20.88,-99.0
2458993.88,ATLAS-o,20.43,-99.0
2458995.88,ATLAS-c,20.62,-99.0
2458997.82,ATLAS-o,20.29,-99.0
2458998.82,ATLAS-o,20.05,-99.0
2458999.79,ATLAS-o,20.08,-99.0
2459013.84,ATLAS-o,20.58,-99.0
2459017.84,ATLAS-o,20.52,-99.0
2459021.81,ATLAS-o,20.41,-99.0
2459022.79,ATLAS-c,20.45,-99.0
2459037.78,ATLAS-o,20.54,-99.0
2459038.77,ATLAS-o,20.02,-99.0
2459040.81,ATLAS-o,20.19,-99.0
2459042.82,ATLAS-c,20.11,-99.0
2459044.76,ATLAS-o,20.43,-99.0
2459048.76,ATLAS-o,20.19,-99.0
2459051.77,ATLAS-c,20.43,-99.0
2459191.12,ATLAS-o,20.12,-99.0
2459198.12,ATLAS-c,20.46,-99.0
2459205.15,ATLAS-c,20.14,-99.0
2459207.15,ATLAS-c,20.55,-99.0
2459208.12,ATLAS-c,20.46,-99.0
2459209.15,ATLAS-c,20.15,-99.0
2459222.14,ATLAS-o,20.23,-99.0
2459223.12,ATLAS-o,20.15,-99.0
2459230.16,ATLAS-c,20.68,-99.0
2459232.05,ATLAS-c,20.49,-99.0
2459235.06,ATLAS-c,20.21,-99.0
2459252.11,ATLAS-o,20.46,-99.0
2459256.02,ATLAS-c,20.49,-99.0
2459258.1,ATLAS-c,20.65,-99.0
2459259.01,ATLAS-c,21.02,-99.0
2459262.02,ATLAS-c,20.68,-99.0
2459263.02,ATLAS-c,20.7,-99.0
2459268.1,ATLAS-c,20.62,-99.0
2459277.06,ATLAS-o,20.11,-99.0
2459278.07,ATLAS-o,20.23,-99.0
2459280.97,ATLAS-o,20.78,-99.0
2459285.08,ATLAS-o,20.51,-99.0
2459288.93,ATLAS-o,20.58,-99.0
2459292.02,ATLAS-c,20.55,-99.0
2459292.96,ATLAS-o,20.55,-99.0
2459293.92,ATLAS-o,20.46,-99.0
2459297.9,ATLAS-o,20.06,-99.0
2459305.89,ATLAS-o,20.75,0.34
2459307.0,ATLAS-o,20.0,-99.0
2459309.9,ATLAS-c,20.76,-99.0
2459312.89,ATLAS-c,20.87,-99.0
2459313.95,ATLAS-c,20.69,-99.0
2459317.99,ATLAS-c,20.76,-99.0
2459319.9,ATLAS-o,20.3,-99.0
2459321.99,ATLAS-c,20.55,-99.0
2459323.87,ATLAS-o,20.19,-99.0
2459335.9,ATLAS-o,20.05,-99.0
2459336.94,ATLAS-o,20.08,-99.0
2459343.85,ATLAS-c,20.55,-99.0
2459345.741,ZTF_g,22.13,-99.0
2459345.9,ATLAS-o,20.25,-99.0
2459346.751,ZTF_r,22.19,-99.0
2459346.91,ATLAS-c,20.49,-99.0
2459347.88,ATLAS-c,20.52,-99.0
2459349.85,ATLAS-o,20.15,-99.0
2459350.92,ATLAS-c,20.3,-99.0
2459351.84,ATLAS-o,20.23,-99.0
2459352.87,ATLAS-o,20.6,-99.0
2459353.84,ATLAS-o,20.56,-99.0
2459363.86,ATLAS-o,20.04,-99.0
2459367.82,ATLAS-o,20.28,-99.0
2459368.89,ATLAS-c,20.64,-99.0
2459370.83,ATLAS-o,20.3,-99.0
2459372.83,ATLAS-c,20.74,-99.0
2459374.82,ATLAS-o,20.15,-99.0
2459377.79,ATLAS-c,21.32,0.34
2459381.8,ATLAS-o,20.35,-99.0
2459393.84,ATLAS-o,20.49,-99.0
2459394.86,ATLAS-c,20.29,-99.0
2459397.81,ATLAS-o,20.43,-99.0
2459400.78,ATLAS-o,20.32,-99.0
2459403.79,ATLAS-c,20.32,-99.0
2459404.76,ATLAS-o,20.43,-99.0
2459425.77,ATLAS-c,20.43,-99.0
2459427.79,ATLAS-o,19.59,0.18
2459429.75,ATLAS-c,19.59,0.15
2459431.75,ATLAS-o,18.9,0.15
2459433.75,ATLAS-c,19.12,0.11
2459439.664,ZTF_r,18.87,0.18
2459439.665,ZTF_r,19.4,0.3
2459439.667,ZTF_r,19.13,0.25
2459439.668,ZTF_r,19.15,0.24
2459440.661,ZTF_r,19.23,0.17
2459440.663,ZTF_r,19.11,0.15
2459440.664,ZTF_r,19.13,0.17
2459440.666,ZTF_r,19.07,0.15
2459440.667,ZTF_r,18.85,0.12
2459441.66,ZTF_r,19.18,0.18
2459441.661,ZTF_r,19.02,0.15
2459441.663,ZTF_r,19.11,0.15
2459441.664,ZTF_r,19.08,0.16
2459441.666,ZTF_r,19.3,0.21
2459523.041,ZTF_r,18.34,0.04
2459523.044,ZTF_r,18.32,0.05
2459523.046,ZTF_r,18.4,0.07
2459523.048,ZTF_r,18.23,0.07
2459523.051,ZTF_r,18.28,0.11
2459526.047,ZTF_r,18.32,0.06
2459526.049,ZTF_r,18.4,0.08
2459526.052,ZTF_r,18.36,0.1
2459527.041,ZTF_r,18.35,0.05
2459527.044,ZTF_r,18.38,0.05
2459527.046,ZTF_r,18.39,0.06
2459527.049,ZTF_r,18.26,0.05
2459527.051,ZTF_r,18.45,0.07
2459528.044,ZTF_r,18.33,0.04
2459528.046,ZTF_r,18.35,0.04
2459528.049,ZTF_r,18.38,0.04
2459528.051,ZTF_r,18.35,0.05
2459528.053,ZTF_r,18.32,0.05
2459529.048,ZTF_r,18.4,0.06
2459529.051,ZTF_r,18.37,0.06
2459529.053,ZTF_r,18.44,0.08
2459530.045,ZTF_r,18.47,0.06
2459530.047,ZTF_r,18.61,0.12
2459530.049,ZTF_r,18.32,0.07
2459530.052,ZTF_r,18.41,0.1
2459530.054,ZTF_r,18.61,0.13
2459536.14,ATLAS-o,18.59,0.32
2459542.14,ATLAS-o,18.71,0.14
2459544.14,ATLAS-o,18.71,0.13
2459558.13,ATLAS-o,19.09,0.11
2459566.08,ATLAS-o,19.17,0.22
2459581.1,ATLAS-o,20.11,0.21
2459587.08,ATLAS-c,20.7,-99.0
2459590.07,ATLAS-o,20.33,0.26
2459592.08,ATLAS-c,20.41,-99.0
2459606.08,ATLAS-o,20.02,-99.0
