JD,Filter,mag,magunc
2458557.9,ATLAS-o,20.19,-99.0
2458569.92,ATLAS-o,20.19,-99.0
2458571.91,ATLAS-o,20.15,-99.0
2458575.92,ATLAS-c,20.53,0.21
2458576.97,ATLAS-c,20.83,0.26
2458578.95,ATLAS-o,20.3,-99.0
2458579.92,ATLAS-c,21.26,0.31
2458581.9,ATLAS-o,20.14,-99.0
2458583.88,ATLAS-c,20.15,-99.0
2458585.89,ATLAS-o,20.02,-99.0
2458596.9,ATLAS-o,20.12,-99.0
2458597.87,ATLAS-o,20.33,-99.0
2458599.87,ATLAS-o,20.35,-99.0
2458603.87,ATLAS-c,20.25,-99.0
2458607.87,ATLAS-c,20.44,-99.0
2458609.85,ATLAS-o,20.1,-99.0
2458626.78,ATLAS-o,20.08,-99.0
2458627.82,ATLAS-o,20.38,-99.0
2458630.78,ATLAS-o,20.02,-99.0
2458631.77,ATLAS-o,20.46,-99.0
2458635.8,ATLAS-c,20.8,-99.0
2458639.77,ATLAS-c,21.07,0.27
2458642.81,ATLAS-o,20.21,-99.0
2458797.14,ATLAS-c,20.73,0.35
2458798.14,ATLAS-o,20.21,-99.0
2458816.13,ATLAS-c,20.42,0.33
2458822.13,ATLAS-o,20.62,-99.0
2458825.05,ATLAS-o,20.43,-99.0
2458828.08,ATLAS-o,20.02,-99.0
2458838.13,ATLAS-o,20.52,-99.0
2458842.13,ATLAS-o,20.08,-99.0
2458847.06,ATLAS-o,21.31,0.35
2458850.99,ATLAS-o,20.54,-99.0
2458868.04,ATLAS-o,20.08,-99.0
2458870.1,ATLAS-o,20.49,-99.0
2458872.14,ATLAS-c,20.46,-99.0
2458874.06,ATLAS-o,20.29,-99.0
2458876.08,ATLAS-c,21.22,0.33
2458878.02,ATLAS-o,20.46,-99.0
2458879.9,ATLAS-c,20.03,-99.0
2458882.01,ATLAS-o,20.33,-99.0
2458884.99,ATLAS-o,20.12,-99.0
2458894.96,ATLAS-o,20.52,-99.0
2458902.96,ATLAS-o,20.62,-99.0
2458903.89,ATLAS-c,20.36,-99.0
2458906.01,ATLAS-o,20.49,-99.0
2458911.96,ATLAS-o,20.29,-99.0
2458913.9,ATLAS-o,20.19,-99.0
2458932.94,ATLAS-c,20.41,-99.0
2458933.85,ATLAS-o,20.71,-99.0
2458956.88,ATLAS-c,20.62,-99.0
2458957.92,ATLAS-o,20.14,-99.0
2458958.86,ATLAS-o,20.46,-99.0
2458959.82,ATLAS-c,20.62,-99.0
2458960.91,ATLAS-c,20.55,-99.0
2458965.82,ATLAS-o,20.29,-99.0
2458967.84,ATLAS-o,20.08,-99.0
2458969.86,ATLAS-o,20.38,-99.0
2458982.8,ATLAS-o,20.28,-99.0
2458983.81,ATLAS-c,20.35,-99.0
2458987.86,ATLAS-c,20.38,-99.0
2458989.82,ATLAS-o,20.46,-99.0
2458991.79,ATLAS-c,20.32,-99.0
2458993.85,ATLAS-o,20.21,-99.0
2458997.79,ATLAS-o,20.0,-99.0
2459008.77,ATLAS-c,20.02,-99.0
2459010.76,ATLAS-o,20.0,-99.0
2459017.77,ATLAS-o,20.21,-99.0
2459180.14,ATLAS-o,20.05,-99.0
2459193.911,ZTF_r,21.15,0.29
2459194.016,ZTF_r,21.08,0.25
2459194.1,ATLAS-o,20.52,-99.0
2459195.14,ATLAS-c,20.16,-99.0
2459198.03,ATLAS-c,20.72,-99.0
2459198.974,ZTF_r,20.97,0.28
2459201.08,ATLAS-c,20.14,-99.0
2459202.97,ZTF_i,20.45,0.24
2459206.07,ATLAS-c,20.83,-99.0
2459209.08,ATLAS-c,20.21,-99.0
2459221.06,ATLAS-o,20.21,-99.0
2459221.904,ZTF_r,21.13,0.3
2459222.05,ATLAS-o,20.14,-99.0
2459223.01,ATLAS-c,20.65,-99.0
2459227.906,ZTF_i,20.49,0.25
2459231.02,ATLAS-c,20.21,-99.0
2459231.86,ATLAS-c,20.18,-99.0
2459239.04,ATLAS-o,20.38,-99.0
2459246.99,ATLAS-o,18.96,0.08
2459248.818,ZTF_i,18.26,0.08
2459248.818,ZTF_i,18.42,0.06
2459248.965,ZTF_g,18.52,0.04
2459249.788,ZTF_g,18.42,0.09
2459249.851,ZTF_r,18.22,0.04
2459250.843,ZTF_r,17.91,0.02
2459250.868,ZTF_g,18.01,0.02
2459251.05,ATLAS-o,17.82,0.02
2459251.847,ZTF_i,17.55,0.02
2459251.848,ZTF_i,17.51,0.02
2459251.907,ZTF_g,17.7,0.01
2459251.948,ZTF_r,17.5,0.01
2459252.05,ATLAS-o,17.51,0.02
2459252.821,ZTF_r,17.24,0.01
2459253.03,ATLAS-c,17.36,0.01
2459253.85,ZTF_r,17.01,0.01
2459253.862,ZTF_g,17.18,0.01
2459254.0,ATLAS-c,17.15,0.01
2459254.834,ZTF_i,16.83,0.01
2459254.848,ZTF_i,16.83,0.01
2459254.895,ZTF_r,16.79,0.01
2459254.946,ZTF_g,16.92,0.01
2459254.97,ATLAS-c,16.99,0.01
2459255.863,ZTF_g,16.82,0.01
2459255.95,ATLAS-c,16.82,0.01
2459256.843,ZTF_g,16.68,0.01
2459256.889,ZTF_r,16.49,0.01
2459257.913,ZTF_r,16.55,0.01
2459257.924,ZTF_i,16.61,0.02
2459257.924,ZTF_i,16.62,0.01
2459258.0,ATLAS-c,16.68,0.01
2459258.844,ZTF_r,16.49,0.01
2459258.844,ZTF_r,16.45,0.01
2459258.865,ZTF_g,16.59,0.01
2459258.894,ZTF_g,16.59,0.02
2459260.787,ZTF_g,16.71,0.01
2459260.852,ZTF_i,16.58,0.01
2459260.853,ZTF_i,16.55,0.01
2459260.885,ZTF_r,16.45,0.01
2459261.95,ATLAS-c,16.74,0.01
2459262.738,ZTF_r,16.63,0.01
2459262.807,ZTF_g,16.8,0.01
2459262.818,ZTF_g,16.79,0.01
2459262.826,ZTF_g,16.78,0.01
2459262.839,ZTF_r,16.6,0.01
2459262.84,ZTF_r,16.62,0.01
2459262.84,ZTF_r,16.6,0.01
2459263.748,ZTF_r,16.83,0.02
2459263.789,ZTF_g,17.0,0.01
2459263.812,ZTF_i,16.82,0.01
2459263.813,ZTF_i,16.8,0.01
2459264.724,ZTF_r,16.7,0.01
2459264.756,ZTF_g,16.95,0.01
2459264.797,ZTF_r,16.76,0.01
2459264.805,ZTF_r,16.81,0.01
2459264.829,ZTF_g,16.91,0.01
2459264.83,ZTF_g,16.96,0.01
2459264.864,ZTF_r,16.69,0.01
2459264.901,ZTF_g,16.98,0.01
2459265.76,ZTF_r,16.86,0.01
2459265.78,ZTF_r,16.85,0.01
2459265.8,ZTF_r,16.86,0.01
2459265.875,ZTF_r,16.92,0.01
2459265.882,ZTF_g,17.08,0.01
2459265.882,ZTF_g,17.09,0.01
2459265.913,ZTF_g,17.08,0.01
2459265.937,ZTF_g,17.14,0.01
2459266.733,ZTF_r,17.08,0.01
2459266.77,ZTF_r,17.08,0.02
2459266.785,ZTF_g,17.25,0.01
2459266.785,ZTF_g,17.3,0.02
2459266.807,ZTF_g,17.3,0.02
2459266.831,ZTF_r,17.09,0.02
2459266.831,ZTF_r,17.07,0.01
2459266.837,ZTF_i,17.18,0.02
2459266.85,ZTF_i,17.16,0.02
2459266.912,ZTF_g,17.29,0.01
2459266.913,ZTF_g,17.28,0.01
2459266.914,ZTF_g,17.3,0.01
2459267.746,ZTF_g,17.33,0.02
2459267.759,ZTF_g,17.36,0.02
2459267.808,ZTF_r,17.13,0.01
2459267.819,ZTF_r,17.2,0.01
2459267.902,ZTF_r,17.14,0.01
2459267.902,ZTF_r,17.14,0.01
2459268.17,ATLAS-c,17.28,0.16
2459268.671,ZTF_g,17.41,0.02
2459268.714,ZTF_g,17.41,0.02
2459268.721,ZTF_g,17.43,0.02
2459268.777,ZTF_r,17.19,0.01
2459268.777,ZTF_r,17.19,0.02
2459268.823,ZTF_r,17.24,0.01
2459268.827,ZTF_g,17.46,0.02
2459268.842,ZTF_r,17.32,0.02
2459268.849,ZTF_r,17.3,0.01
2459268.85,ZTF_r,17.24,0.01
2459268.925,ZTF_g,17.5,0.02
2459269.728,ZTF_g,17.51,0.03
2459269.734,ZTF_g,17.44,0.02
2459269.809,ZTF_r,17.34,0.02
2459269.81,ZTF_r,17.3,0.02
2459269.83,ATLAS-o,17.47,0.03
2459269.879,ZTF_r,17.36,0.02
2459269.88,ZTF_r,17.28,0.02
2459269.904,ZTF_i,17.39,0.02
2459269.926,ZTF_g,17.56,0.02
2459269.944,ZTF_g,17.6,0.03
2459270.685,ZTF_i,17.53,0.03
2459270.712,ZTF_g,17.78,0.04
2459270.712,ZTF_g,17.68,0.04
2459270.761,ZTF_r,17.54,0.03
2459270.788,ZTF_g,17.71,0.04
2459270.808,ZTF_r,17.53,0.03
2459270.821,ZTF_r,17.51,0.03
2459270.853,ZTF_r,17.66,0.04
2459270.854,ZTF_r,17.55,0.03
2459270.861,ZTF_r,17.59,0.03
2459270.878,ZTF_g,17.64,0.03
2459270.915,ZTF_g,17.75,0.04
2459270.916,ZTF_g,17.74,0.04
2459271.783,ZTF_r,17.63,0.04
2459271.87,ZTF_g,17.8,0.05
2459272.664,ZTF_g,17.98,0.08
2459272.665,ZTF_g,17.93,0.08
2459272.744,ZTF_r,17.77,0.06
2459272.745,ZTF_r,17.69,0.06
2459272.775,ZTF_r,17.66,0.04
2459272.78,ZTF_r,17.69,0.04
2459272.864,ZTF_i,17.77,0.07
2459272.881,ZTF_g,17.78,0.05
2459272.881,ZTF_g,17.97,0.07
2459273.004,ZTF_g,17.92,0.1
2459273.004,ZTF_g,17.96,0.09
2459273.717,ZTF_r,17.81,0.05
2459273.766,ZTF_r,17.83,0.05
2459273.788,ZTF_g,18.26,0.09
2459273.809,ZTF_g,18.06,0.08
2459274.702,ZTF_g,18.19,0.09
2459274.704,ZTF_g,18.31,0.09
2459274.705,ZTF_g,18.36,0.1
2459274.713,ZTF_g,18.19,0.08
2459274.817,ZTF_i,17.92,0.05
2459274.861,ZTF_r,17.91,0.04
2459274.862,ZTF_r,17.96,0.04
2459274.882,ZTF_r,17.91,0.04
2459274.896,ZTF_r,17.9,0.05
2459274.979,ZTF_g,18.08,0.07
2459275.693,ZTF_g,18.12,0.03
2459275.694,ZTF_g,18.05,0.02
2459275.834,ZTF_r,17.87,0.03
2459275.914,ZTF_r,17.9,0.03
2459275.914,ZTF_r,17.93,0.03
2459276.723,ZTF_g,18.09,0.02
2459276.734,ZTF_g,18.14,0.02
2459276.735,ZTF_g,18.15,0.02
2459276.76,ZTF_g,18.13,0.03
2459276.833,ZTF_i,17.89,0.03
2459276.875,ZTF_r,17.99,0.03
2459276.875,ZTF_r,17.88,0.02
2459276.901,ZTF_r,17.91,0.02
2459276.923,ZTF_g,18.16,0.04
2459277.09,ATLAS-o,18.07,0.05
2459277.96,ATLAS-o,18.05,0.04
2459278.672,ZTF_r,18.0,0.02
2459278.672,ZTF_r,18.05,0.03
2459278.738,ZTF_g,18.23,0.02
2459278.739,ZTF_g,18.32,0.03
2459278.881,ZTF_i,18.08,0.05
2459278.927,ZTF_r,18.02,0.03
2459278.945,ZTF_r,18.0,0.03
2459280.718,ZTF_g,18.27,0.02
2459280.736,ZTF_g,18.28,0.02
2459280.736,ZTF_g,18.27,0.02
2459280.737,ZTF_g,18.26,0.02
2459280.77,ZTF_r,17.96,0.02
2459280.77,ZTF_r,17.99,0.02
2459280.781,ZTF_r,17.95,0.02
2459280.782,ZTF_r,18.0,0.02
2459280.797,ZTF_r,17.97,0.02
2459280.861,ZTF_g,18.34,0.03
2459280.88,ZTF_g,18.37,0.03
2459281.744,ZTF_r,18.08,0.02
2459281.755,ZTF_r,18.03,0.02
2459281.791,ZTF_r,18.05,0.02
2459281.797,ZTF_i,17.98,0.03
2459281.808,ZTF_i,18.01,0.03
2459281.825,ZTF_g,18.42,0.03
2459284.9,ATLAS-c,18.33,0.06
2459288.9,ATLAS-c,18.37,0.04
2459290.73,ZTF_g,18.47,0.02
2459290.758,ZTF_r,18.1,0.02
2459290.759,ZTF_r,18.05,0.02
2459290.759,ZTF_r,18.1,0.02
2459290.778,ZTF_i,17.9,0.03
2459290.789,ZTF_i,17.95,0.03
2459290.812,ZTF_g,18.57,0.03
2459290.813,ZTF_g,18.52,0.03
2459290.818,ZTF_g,18.54,0.03
2459290.861,ZTF_r,18.05,0.02
2459291.74,ZTF_r,18.04,0.02
2459291.741,ZTF_r,18.03,0.02
2459291.775,ZTF_g,18.67,0.03
2459291.838,ZTF_r,18.06,0.02
2459291.858,ZTF_r,18.1,0.02
2459291.94,ATLAS-c,18.57,0.04
2459292.686,ZTF_g,18.56,0.03
2459292.734,ZTF_r,18.06,0.02
2459292.811,ZTF_g,18.65,0.03
2459292.812,ZTF_g,18.61,0.03
2459292.816,ZTF_g,18.65,0.03
2459292.84,ZTF_r,18.08,0.02
2459292.841,ZTF_r,18.04,0.02
2459292.86,ZTF_r,18.11,0.02
2459293.656,ZTF_g,18.69,0.04
2459293.715,ZTF_r,18.22,0.03
2459293.77,ZTF_r,18.18,0.02
2459293.801,ZTF_g,18.68,0.03
2459294.679,ZTF_g,18.76,0.05
2459294.712,ZTF_r,18.21,0.03
2459294.748,ZTF_g,18.74,0.05
2459294.801,ZTF_i,17.94,0.03
2459294.801,ZTF_i,17.98,0.03
2459294.99,ATLAS-o,18.09,0.03
2459295.776,ZTF_g,18.71,0.06
2459296.819,ZTF_g,18.85,0.09
2459296.839,ZTF_r,18.11,0.04
2459297.699,ZTF_i,18.04,0.05
2459297.708,ZTF_g,18.84,0.09
2459297.737,ZTF_r,18.15,0.11
2459297.769,ZTF_r,18.12,0.04
2459297.86,ZTF_i,18.07,0.05
2459297.94,ATLAS-o,18.08,0.04
2459300.825,ZTF_g,18.83,0.15
2459301.758,ZTF_g,18.64,0.11
2459301.759,ZTF_g,18.88,0.14
2459301.799,ZTF_r,18.18,0.06
2459301.8,ZTF_r,18.39,0.08
2459302.712,ZTF_r,18.12,0.04
2459302.735,ZTF_r,18.07,0.04
2459302.75,ZTF_g,18.78,0.09
2459302.826,ZTF_g,18.83,0.09
2459303.5,H,16.71,0.09
2459303.5,Ks,16.56,0.06
2459303.5,J,17.0,0.1
2459303.686,ZTF_i,17.91,0.03
2459303.687,ZTF_i,17.91,0.03
2459303.759,ZTF_g,18.86,0.08
2459303.76,ZTF_g,18.86,0.07
2459303.821,ZTF_r,18.11,0.03
2459303.824,ZTF_r,18.05,0.03
2459303.89,ATLAS-o,18.14,0.06
2459304.673,ZTF_r,18.21,0.03
2459304.674,ZTF_r,18.19,0.03
2459304.729,ZTF_g,18.87,0.06
2459304.793,ZTF_g,18.99,0.08
2459306.01,ATLAS-o,18.16,0.04
2459306.736,ZTF_r,18.09,0.02
2459306.752,ZTF_r,18.05,0.02
2459306.804,ZTF_g,18.82,0.04
2459306.805,ZTF_g,18.89,0.04
2459306.805,ZTF_g,18.77,0.03
2459306.806,ZTF_g,18.82,0.04
2459306.873,ZTF_r,18.13,0.03
2459306.873,ZTF_r,18.08,0.03
2459306.886,ZTF_i,17.91,0.03
2459306.886,ZTF_i,17.9,0.03
2459307.728,ZTF_r,18.08,0.02
2459307.733,ZTF_r,18.15,0.02
2459307.781,ZTF_g,18.88,0.03
2459307.781,ZTF_g,18.82,0.03
2459308.728,ZTF_r,18.14,0.02
2459308.728,ZTF_r,18.19,0.02
2459308.729,ZTF_r,18.12,0.02
2459308.729,ZTF_r,18.09,0.02
2459308.766,ZTF_g,18.93,0.03
2459308.767,ZTF_g,18.93,0.03
2459308.839,ZTF_g,18.9,0.05
2459308.84,ZTF_g,18.79,0.07
2459309.673,ZTF_g,18.89,0.03
2459309.674,ZTF_g,18.95,0.04
2459309.88,ATLAS-c,18.61,0.03
2459310.749,ZTF_g,18.93,0.04
2459310.75,ZTF_g,18.96,0.04
2459310.764,ZTF_g,18.9,0.03
2459310.765,ZTF_g,18.96,0.04
2459310.785,ZTF_i,17.91,0.03
2459310.785,ZTF_i,17.92,0.03
2459310.811,ZTF_r,18.18,0.02
2459310.811,ZTF_r,18.19,0.03
2459310.812,ZTF_r,18.2,0.03
2459310.812,ZTF_r,18.18,0.03
2459311.706,ZTF_g,18.94,0.07
2459312.736,ZTF_g,18.99,0.04
2459312.737,ZTF_g,19.04,0.04
2459312.737,ZTF_g,19.03,0.05
2459312.79,ZTF_r,18.15,0.02
2459312.791,ZTF_r,18.21,0.02
2459312.791,ZTF_r,18.13,0.02
2459313.685,ZTF_i,17.86,0.03
2459313.716,ZTF_r,18.17,0.02
2459313.735,ZTF_g,18.95,0.03
2459313.822,ZTF_i,17.91,0.03
2459313.88,ATLAS-c,18.7,0.04
2459314.736,ZTF_g,19.0,0.04
2459314.736,ZTF_g,19.06,0.04
2459314.768,ZTF_r,18.13,0.02
2459314.769,ZTF_r,18.14,0.02
2459314.86,ATLAS-c,18.71,0.08
2459316.76,ZTF_i,17.9,0.03
2459316.761,ZTF_i,17.85,0.03
2459316.789,ZTF_r,18.16,0.02
2459316.789,ZTF_r,18.19,0.02
2459316.832,ZTF_g,18.98,0.03
2459316.832,ZTF_g,19.11,0.04
2459318.9,ATLAS-c,18.72,0.06
2459319.713,ZTF_r,18.22,0.02
2459319.771,ZTF_g,19.23,0.08
2459319.783,ZTF_i,18.12,0.05
2459319.784,ZTF_i,18.03,0.04
2459320.677,ZTF_g,19.05,0.04
2459320.84,ATLAS-o,18.19,0.03
2459321.84,ATLAS-o,18.19,0.03
2459322.694,ZTF_g,19.14,0.06
2459322.708,ZTF_g,19.12,0.05
2459322.716,ZTF_i,17.92,0.03
2459322.716,ZTF_i,18.04,0.04
2459322.738,ZTF_r,18.23,0.03
2459322.769,ZTF_r,18.16,0.02
2459323.86,ATLAS-o,18.29,0.05
2459324.714,ZTF_r,18.25,0.04
2459324.715,ZTF_r,18.27,0.04
2459325.737,ZTF_i,17.89,0.03
2459325.738,ZTF_i,17.84,0.03
2459328.715,ZTF_g,19.37,0.14
2459328.715,ZTF_g,19.08,0.11
2459328.734,ZTF_r,18.19,0.04
2459328.734,ZTF_r,18.17,0.05
2459329.739,ZTF_r,18.15,0.04
2459329.739,ZTF_r,18.15,0.04
2459329.809,ZTF_g,19.2,0.15
2459329.81,ZTF_g,18.93,0.11
2459329.88,ATLAS-o,18.21,0.06
2459332.85,ATLAS-o,18.13,0.08
2459333.5,Ks,16.46,0.1
2459333.5,H,16.54,0.1
2459333.5,J,16.96,0.1
2459334.676,ZTF_g,19.35,0.05
2459334.76,ZTF_r,18.19,0.03
2459334.785,ZTF_r,18.15,0.03
2459334.797,ZTF_i,17.91,0.03
2459335.695,ZTF_r,18.14,0.03
2459335.695,ZTF_r,18.16,0.03
2459335.737,ZTF_g,19.32,0.06
2459335.738,ZTF_g,19.31,0.06
2459336.677,ZTF_i,17.94,0.03
2459336.694,ZTF_r,18.19,0.02
2459336.695,ZTF_r,18.25,0.02
2459336.745,ZTF_g,19.22,0.04
2459336.745,ZTF_g,19.42,0.05
2459336.746,ZTF_g,19.27,0.04
2459336.747,ZTF_g,19.36,0.05
2459336.799,ZTF_r,18.22,0.03
2459336.808,ZTF_r,18.26,0.03
2459337.85,ATLAS-o,18.09,0.06
2459338.696,ZTF_g,19.23,0.04
2459338.696,ZTF_g,19.23,0.05
2459338.696,ZTF_g,19.29,0.05
2459338.718,ZTF_r,18.11,0.02
2459338.741,ZTF_r,18.13,0.02
2459338.742,ZTF_r,18.11,0.02
2459339.678,ZTF_i,17.78,0.02
2459339.679,ZTF_i,17.75,0.02
2459339.716,ZTF_g,19.26,0.05
2459339.716,ZTF_g,19.17,0.04
2459339.76,ZTF_r,18.11,0.02
2459339.761,ZTF_r,18.09,0.02
2459340.695,ZTF_g,19.29,0.05
2459340.695,ZTF_g,19.16,0.04
2459340.696,ZTF_g,19.29,0.05
2459340.696,ZTF_g,19.24,0.04
2459340.735,ZTF_r,18.1,0.02
2459340.748,ZTF_r,18.17,0.02
2459340.759,ZTF_r,18.11,0.02
2459340.76,ZTF_r,18.1,0.02
2459341.671,ZTF_g,19.38,0.06
2459341.672,ZTF_g,19.32,0.06
2459341.695,ZTF_r,18.12,0.02
2459341.695,ZTF_r,18.13,0.02
2459342.683,ZTF_i,17.73,0.02
2459342.691,ZTF_i,17.74,0.03
2459342.723,ZTF_g,19.27,0.05
2459342.739,ZTF_g,19.23,0.05
2459342.768,ZTF_r,18.1,0.02
2459342.783,ZTF_r,18.12,0.02
2459343.695,ZTF_r,18.02,0.02
2459343.738,ZTF_g,19.14,0.04
2459343.8,ATLAS-c,18.69,0.05
2459344.681,ZTF_g,19.25,0.04
2459344.72,ZTF_r,18.09,0.02
2459344.72,ZTF_r,18.04,0.02
2459344.766,ZTF_g,19.12,0.04
2459345.84,ATLAS-o,17.97,0.02
2459346.696,ZTF_r,17.98,0.02
2459346.697,ZTF_r,17.97,0.02
2459346.79,ZTF_r,18.01,0.02
2459346.791,ZTF_r,18.03,0.02
2459346.828,ZTF_g,19.18,0.07
2459346.85,ZTF_g,19.08,0.07
2459346.852,ZTF_g,19.17,0.08
2459346.852,ZTF_g,19.14,0.08
2459348.707,ZTF_r,18.03,0.02
2459348.707,ZTF_r,17.96,0.02
2459348.726,ZTF_g,19.03,0.04
2459348.735,ZTF_g,19.09,0.04
2459348.83,ATLAS-c,18.65,0.05
2459349.693,ZTF_g,19.17,0.06
2459349.715,ZTF_g,19.05,0.04
2459349.756,ZTF_i,17.62,0.03
2459349.763,ZTF_i,17.66,0.03
2459349.78,ATLAS-o,17.96,0.02
2459350.703,ZTF_g,19.15,0.05
2459350.704,ZTF_g,19.07,0.05
2459350.705,ZTF_g,19.07,0.05
2459350.724,ZTF_r,18.1,0.03
2459350.725,ZTF_r,18.04,0.03
2459350.725,ZTF_r,18.11,0.03
2459352.742,ZTF_r,17.98,0.03
2459353.686,ZTF_r,17.83,0.02
2459353.736,ZTF_g,19.09,0.09
2459354.78,ATLAS-o,17.87,0.05
2459355.694,ZTF_r,17.92,0.03
2459355.695,ZTF_r,17.92,0.03
2459355.719,ZTF_r,17.87,0.03
2459355.767,ZTF_g,19.0,0.13
2459355.771,ZTF_g,19.14,0.15
2459356.698,ZTF_g,18.89,0.09
2459356.74,ZTF_r,17.85,0.03
2459356.741,ZTF_r,17.92,0.04
2459356.79,ATLAS-o,17.85,0.04
2459358.697,ZTF_i,17.47,0.03
2459358.745,ZTF_g,19.02,0.12
2459358.759,ZTF_g,18.88,0.1
2459358.79,ATLAS-o,17.74,0.03
2459359.687,ZTF_g,18.84,0.09
2459359.688,ZTF_g,18.84,0.1
2459359.7,ZTF_r,17.78,0.03
2459359.7,ZTF_r,17.8,0.04
2459360.77,ATLAS-o,17.75,0.04
2459361.682,ZTF_r,17.77,0.02
2459361.683,ZTF_r,17.74,0.02
2459361.697,ZTF_r,17.74,0.02
2459361.698,ZTF_r,17.73,0.02
2459361.739,ZTF_g,18.66,0.07
2459361.74,ZTF_g,18.69,0.07
2459361.787,ZTF_g,18.66,0.11
2459361.788,ZTF_g,19.02,0.15
2459361.86,ATLAS-o,17.91,0.06
2459362.5,Ks,15.99,0.09
2459362.5,H,16.23,0.1
2459362.5,J,16.64,0.09
2459363.683,ZTF_r,17.74,0.02
2459363.688,ZTF_r,17.76,0.02
2459363.694,ZTF_r,17.7,0.02
2459363.703,ZTF_r,17.79,0.02
2459363.724,ZTF_g,18.76,0.04
2459363.724,ZTF_g,18.69,0.03
2459363.725,ZTF_g,18.68,0.03
2459363.725,ZTF_g,18.7,0.03
2459363.82,ATLAS-o,17.64,0.03
2459364.696,ZTF_i,17.41,0.02
2459365.687,ZTF_r,17.67,0.02
2459365.687,ZTF_r,17.67,0.02
2459365.701,ZTF_g,18.64,0.03
2459365.702,ZTF_g,18.61,0.03
2459366.705,ZTF_r,17.83,0.02
2459366.747,ZTF_g,18.62,0.04
2459367.687,ZTF_i,17.34,0.02
2459367.705,ZTF_r,17.65,0.02
2459367.705,ZTF_r,17.62,0.02
2459367.736,ZTF_g,18.59,0.04
2459367.755,ZTF_g,18.59,0.03
2459369.723,ZTF_g,18.46,0.03
2459370.698,ZTF_i,17.4,0.02
2459370.76,ATLAS-c,18.1,0.03
2459371.724,ZTF_r,17.57,0.02
2459371.81,ATLAS-o,17.64,0.03
2459373.719,ZTF_r,17.59,0.02
2459374.76,ATLAS-c,17.93,0.02
2459375.726,ZTF_r,17.54,0.02
2459377.697,ZTF_i,17.17,0.02
2459377.698,ZTF_i,17.18,0.02
2459378.76,ATLAS-c,17.88,0.03
2459387.77,ATLAS-o,17.15,0.09
2459390.5,H,15.9,0.05
2459390.5,Ks,15.77,0.08
2459393.76,ATLAS-o,17.17,0.02
2459396.683,ZTF_r,17.1,0.01
2459396.684,ZTF_r,17.08,0.01
2459396.685,ZTF_r,17.04,0.01
2459396.686,ZTF_r,17.05,0.01
2459396.687,ZTF_r,17.07,0.01
2459397.5,J,16.08,0.13
2459397.5,Ks,15.86,0.15
2459397.683,ZTF_r,17.09,0.01
2459397.684,ZTF_r,17.09,0.01
