JD,Filter,mag,magunc
2458503.034,ZTF_r,19.75,0.17
2458503.08,ATLAS-o,19.29,0.27
2458507.09,ATLAS-o,19.56,0.28
2458508.983,ZTF_r,19.69,0.13
2458508.984,ZTF_r,19.55,0.11
2458509.08,ATLAS-o,19.59,0.16
2458509.985,ZTF_r,19.58,0.13
2458511.07,ATLAS-o,19.65,0.18
2458511.886,ZTF_r,19.63,0.1
2458513.889,ZTF_g,20.81,0.27
2458513.947,ZTF_r,19.14,0.16
2458514.908,ZTF_r,19.55,0.13
2458515.07,ATLAS-o,19.22,0.14
2458519.06,ATLAS-o,19.52,0.19
2458521.1,ATLAS-c,20.41,0.23
2458523.1,ATLAS-o,19.87,0.23
2458524.971,ZTF_r,19.43,0.06
2458526.944,ZTF_g,21.0,0.3
2458531.06,ATLAS-o,19.29,0.18
2458534.862,ZTF_r,19.52,0.26
2458539.04,ATLAS-o,19.8,0.23
2458540.825,ZTF_r,19.56,0.14
2458540.864,ZTF_g,21.38,0.26
2458543.04,ATLAS-o,20.1,0.29
2458543.823,ZTF_i,19.13,0.13
2458543.849,ZTF_r,19.94,0.12
2458547.05,ATLAS-o,19.73,0.18
2458547.93,ZTF_i,19.43,0.13
2458551.01,ATLAS-o,19.66,0.18
2458554.99,ATLAS-o,19.87,0.21
2458556.721,ZTF_r,20.23,0.17
2458556.722,ZTF_r,19.99,0.14
2458558.793,ZTF_r,20.01,0.15
2458558.812,ZTF_i,19.51,0.21
2458562.852,ZTF_r,19.74,0.28
2458567.74,ZTF_r,20.48,0.13
2458567.849,ZTF_i,19.81,0.19
2458568.98,ATLAS-o,20.03,0.25
2458572.748,ZTF_i,19.85,0.29
2458572.779,ZTF_r,20.12,0.19
2458572.781,ZTF_r,20.31,0.21
2458572.95,ATLAS-o,20.7,0.36
2458573.762,ZTF_r,20.54,0.19
2458575.779,ZTF_g,21.4,0.3
2458577.0,ATLAS-c,20.35,-99.0
2458580.72,ZTF_r,20.86,0.23
2458580.721,ZTF_r,20.65,0.22
2458581.745,ZTF_r,20.42,0.16
2458581.786,ZTF_i,19.67,0.12
2458582.741,ZTF_r,20.41,0.14
2458582.94,ATLAS-o,20.55,0.31
2458583.763,ZTF_r,20.63,0.22
2458583.766,ZTF_r,20.31,0.16
2458584.803,ZTF_r,20.81,0.28
2458585.742,ZTF_i,19.76,0.14
2458585.807,ZTF_r,20.22,0.14
2458586.681,ZTF_g,20.5,0.26
2458586.723,ZTF_r,20.62,0.23
2458586.725,ZTF_r,20.78,0.26
2458592.739,ZTF_r,20.14,0.23
2458594.66,ZTF_r,20.7,0.23
2458596.842,ZTF_i,19.53,0.13
2458597.824,ZTF_r,20.55,0.19
2458599.664,ZTF_r,20.62,0.18
2458599.665,ZTF_r,20.65,0.17
2458600.93,ATLAS-o,20.19,0.32
2458601.764,ZTF_r,20.63,0.17
2458604.92,ATLAS-c,20.18,-99.0
2458606.695,ZTF_r,20.87,0.2
2458606.7,ZTF_r,20.75,0.18
2458607.734,ZTF_r,20.55,0.23
2458607.764,ZTF_i,19.39,0.1
2458608.743,ZTF_r,20.6,0.19
2458610.91,ATLAS-o,20.52,0.31
2458612.705,ZTF_r,20.78,0.2
2458612.706,ZTF_r,21.16,0.27
2458612.84,ATLAS-c,20.35,-99.0
2458616.665,ZTF_r,20.52,0.25
2458616.702,ZTF_i,20.03,0.23
2458628.68,ZTF_i,19.98,0.17
2458628.81,ATLAS-o,20.02,-99.0
2458633.676,ZTF_r,20.62,0.19
2458635.743,ZTF_r,21.06,0.24
2458636.8,ATLAS-c,20.35,-99.0
2458637.776,ZTF_i,20.46,0.23
2458656.76,ATLAS-o,20.21,-99.0
2458815.1,ATLAS-o,20.16,-99.0
2458817.06,ATLAS-c,20.08,-99.0
2458823.09,ATLAS-o,20.08,-99.0
2458825.15,ATLAS-o,20.28,-99.0
2458847.1,ATLAS-o,20.08,-99.0
2458851.08,ATLAS-o,20.16,-99.0
2458867.09,ATLAS-o,20.12,-99.0
2458869.08,ATLAS-o,20.18,-99.0
2458871.06,ATLAS-o,20.19,-99.0
2458873.07,ATLAS-c,20.41,-99.0
2458875.08,ATLAS-o,20.38,-99.0
2458879.11,ATLAS-o,20.02,-99.0
2458894.99,ATLAS-o,20.28,-99.0
2458901.04,ATLAS-c,20.04,-99.0
2458902.98,ATLAS-o,20.16,-99.0
2458907.07,ATLAS-o,20.05,-99.0
2458910.95,ATLAS-o,20.28,-99.0
2458932.98,ATLAS-c,20.08,-99.0
2458950.9,ATLAS-o,20.15,-99.0
2458958.88,ATLAS-o,20.59,-99.0
2458960.85,ATLAS-c,20.05,-99.0
2458962.82,ATLAS-o,20.11,-99.0
2458968.86,ATLAS-o,20.1,-99.0
2458980.83,ATLAS-c,20.43,-99.0
2458982.82,ATLAS-o,20.23,-99.0
2458984.84,ATLAS-c,20.33,-99.0
2458986.87,ATLAS-o,20.25,-99.0
2458988.85,ATLAS-c,20.08,-99.0
2458990.8,ATLAS-o,20.49,-99.0
2458992.81,ATLAS-c,20.28,-99.0
2459010.77,ATLAS-o,20.25,-99.0
2459014.76,ATLAS-o,20.12,-99.0
2459015.76,ATLAS-c,20.21,-99.0
2459207.06,ATLAS-c,20.16,-99.0
2459209.1,ATLAS-c,20.25,-99.0
2459221.12,ATLAS-o,20.08,-99.0
2459223.06,ATLAS-o,20.12,-99.0
2459227.07,ATLAS-c,20.05,-99.0
2459229.08,ATLAS-c,20.3,-99.0
2459231.04,ATLAS-c,20.21,-99.0
2459247.02,ATLAS-o,20.04,-99.0
2459251.08,ATLAS-o,20.25,-99.0
2459253.04,ATLAS-c,20.41,-99.0
2459255.05,ATLAS-c,20.35,-99.0
2459256.98,ATLAS-c,20.46,-99.0
2459258.98,ATLAS-c,20.41,-99.0
2459262.94,ATLAS-c,20.49,-99.0
2459286.92,ATLAS-o,20.21,-99.0
2459295.02,ATLAS-o,20.46,-99.0
2459306.99,ATLAS-o,20.16,-99.0
2459310.9,ATLAS-c,20.41,-99.0
2459318.95,ATLAS-c,20.16,-99.0
2459322.85,ATLAS-o,20.33,-99.0
2459325.01,ATLAS-o,20.02,-99.0
2459344.82,ATLAS-c,20.05,-99.0
2459346.84,ATLAS-o,20.65,-99.0
2459350.82,ATLAS-o,20.64,-99.0
2459354.81,ATLAS-o,20.28,-99.0
2459364.8,ATLAS-o,20.08,-99.0
2459368.79,ATLAS-o,20.21,-99.0
2459370.79,ATLAS-c,20.52,-99.0
2459372.81,ATLAS-o,20.14,-99.0
2459374.77,ATLAS-c,20.43,-99.0
2459378.76,ATLAS-c,20.25,-99.0
2459605.05,ATLAS-o,20.19,-99.0
