JD,Filter,mag,magunc
2458575.96,ATLAS-c,20.3,-99.0
2458577.94,ATLAS-o,20.12,-99.0
2458579.96,ATLAS-c,20.29,-99.0
2458581.94,ATLAS-o,20.06,-99.0
2458583.92,ATLAS-c,20.25,-99.0
2458599.765,ZTF_g,21.65,-99.0
2458599.91,ATLAS-o,20.04,-99.0
2458603.92,ATLAS-c,20.23,-99.0
2458605.9,ATLAS-o,20.02,-99.0
2458607.91,ATLAS-c,20.28,-99.0
2458609.88,ATLAS-o,20.0,-99.0
2458624.75,ATLAS-o,20.49,-99.0
2458627.84,ATLAS-o,20.02,-99.0
2458629.8,ATLAS-o,20.04,-99.0
2458631.85,ATLAS-o,20.12,-99.0
2458635.83,ATLAS-c,20.32,-99.0
2458639.82,ATLAS-c,20.28,-99.0
2458641.85,ATLAS-o,20.56,0.35
2458643.81,ATLAS-o,20.04,-99.0
2458659.81,ATLAS-o,20.04,-99.0
2458667.78,ATLAS-c,20.29,-99.0
2458816.14,ATLAS-c,20.16,-99.0
2458822.13,ATLAS-o,20.25,-99.0
2458846.1,ATLAS-o,20.59,0.33
2458850.13,ATLAS-o,20.46,0.34
2458868.12,ATLAS-o,20.05,-99.0
2458870.06,ATLAS-o,19.7,0.13
2458872.1,ATLAS-c,20.45,-99.0
2458873.923,ZTF_i,20.49,0.25
2458874.09,ATLAS-o,20.3,-99.0
2458876.11,ATLAS-c,20.46,-99.0
2458878.07,ATLAS-o,20.18,-99.0
2458882.04,ATLAS-o,20.25,-99.0
2458895.859,ZTF_i,21.01,0.24
2458901.95,ATLAS-o,20.14,-99.0
2458903.93,ATLAS-c,20.76,0.35
2458906.01,ATLAS-o,20.3,-99.0
2458932.02,ATLAS-c,20.38,-99.0
2458933.97,ATLAS-o,20.1,-99.0
2458937.96,ATLAS-o,20.28,-99.0
2458957.91,ATLAS-o,20.15,-99.0
2458959.87,ATLAS-c,20.46,-99.0
2458965.86,ATLAS-o,20.15,-99.0
2458967.87,ATLAS-o,20.16,-99.0
2458969.86,ATLAS-o,20.03,-99.0
2458980.749,ZTF_r,21.0,0.27
2458983.83,ATLAS-c,20.38,-99.0
2458985.87,ATLAS-o,20.04,-99.0
2458987.91,ATLAS-c,20.3,-99.0
2458989.8,ATLAS-o,20.25,-99.0
2458993.87,ATLAS-o,20.08,-99.0
2458995.87,ATLAS-c,20.58,0.29
2459013.82,ATLAS-o,20.16,-99.0
2459017.79,ATLAS-o,20.21,-99.0
2459021.77,ATLAS-o,20.04,-99.0
2459023.77,ATLAS-c,20.14,-99.0
2459041.79,ATLAS-o,20.23,-99.0
2459043.8,ATLAS-c,20.25,-99.0
2459057.77,ATLAS-o,19.47,0.34
2459194.14,ATLAS-o,20.08,-99.0
2459196.14,ATLAS-c,20.35,-99.0
2459198.09,ATLAS-c,20.96,0.35
2459206.08,ATLAS-c,20.62,-99.0
2459219.892,ZTF_i,19.76,0.29
2459222.08,ATLAS-o,20.29,-99.0
2459230.15,ATLAS-c,20.41,-99.0
2459232.04,ATLAS-c,20.55,-99.0
2459252.1,ATLAS-o,20.23,-99.0
2459254.02,ATLAS-c,20.55,-99.0
2459255.99,ATLAS-c,20.43,-99.0
2459258.07,ATLAS-c,20.55,-99.0
2459261.98,ATLAS-c,20.69,0.25
2459268.06,ATLAS-c,20.35,-99.0
2459278.01,ATLAS-o,19.53,0.27
2459281.743,ZTF_r,19.44,0.14
2459291.9,ATLAS-c,20.33,-99.0
2459293.96,ATLAS-o,20.21,-99.0
2459307.9,ATLAS-o,20.16,-99.0
2459309.97,ATLAS-c,20.32,-99.0
2459313.94,ATLAS-c,20.65,-99.0
2459317.98,ATLAS-c,20.32,-99.0
2459321.93,ATLAS-c,20.52,-99.0
2459323.82,ATLAS-o,20.1,-99.0
2459335.85,ATLAS-o,20.12,-99.0
2459345.87,ATLAS-o,20.12,-99.0
2459347.92,ATLAS-c,20.02,-99.0
2459349.83,ATLAS-o,20.05,-99.0
2459351.83,ATLAS-o,20.04,-99.0
2459353.81,ATLAS-o,20.16,-99.0
2459369.86,ATLAS-c,20.55,-99.0
2459371.83,ATLAS-o,20.04,-99.0
2459373.83,ATLAS-c,20.52,-99.0
2459377.82,ATLAS-c,20.46,-99.0
2459393.79,ATLAS-o,20.21,-99.0
2459397.78,ATLAS-o,20.08,-99.0
2459401.8,ATLAS-o,20.43,-99.0
2459403.79,ATLAS-c,20.21,-99.0
2459425.77,ATLAS-c,20.21,-99.0
2459429.76,ATLAS-c,20.02,-99.0
2459505.031,ZTF_r,18.33,0.17
2459524.048,ZTF_g,18.81,0.07
2459526.017,ZTF_r,18.32,0.05
2459527.998,ZTF_g,18.77,0.04
2459532.977,ZTF_r,18.33,0.04
2459536.12,ATLAS-o,18.6,0.31
2459537.005,ZTF_r,18.46,0.07
2459537.14,ATLAS-o,18.58,0.12
2459537.998,ZTF_g,18.71,0.27
2459538.013,ZTF_r,18.7,0.26
2459542.11,ATLAS-o,18.9,0.12
2459544.11,ATLAS-o,19.11,0.14
2459551.029,ZTF_r,18.94,0.05
2459551.041,ZTF_r,18.78,0.04
2459558.14,ATLAS-o,19.18,0.17
2459562.13,ATLAS-o,19.77,0.18
2459566.07,ATLAS-o,18.97,0.23
2459572.11,ATLAS-o,18.86,0.14
2459574.12,ATLAS-o,19.08,0.14
2459588.08,ATLAS-c,19.99,0.18
2459590.04,ATLAS-o,19.57,0.15
2459592.05,ATLAS-c,20.08,-99.0
2459594.09,ATLAS-o,19.92,0.27
2459595.16,ATLAS-o,20.11,0.29
2459597.98,ATLAS-o,19.39,0.31
2459604.14,ATLAS-o,19.62,0.18
