JD,Filter,mag,magunc
2458756.11,ATLAS-c,20.25,-99.0
2458758.03,ATLAS-o,20.08,-99.0
2458762.12,ATLAS-o,20.25,-99.0
2458764.1,ATLAS-c,20.23,-99.0
2458782.04,ATLAS-o,20.38,-99.0
2458786.07,ATLAS-o,20.35,-99.0
2458796.09,ATLAS-c,20.29,-99.0
2458808.1,ATLAS-o,20.12,-99.0
2458813.98,ATLAS-o,20.33,-99.0
2458816.0,ATLAS-c,20.58,-99.0
2458818.1,ATLAS-o,20.0,-99.0
2458821.97,ATLAS-o,20.43,-99.0
2458826.13,ATLAS-o,20.33,-99.0
2458838.0,ATLAS-o,20.35,-99.0
2458841.99,ATLAS-o,20.15,-99.0
2458846.02,ATLAS-o,20.49,-99.0
2458862.649,ZTF_g,21.96,-99.0
2458862.672,ZTF_r,21.75,-99.0
2458863.89,ZTF_r,21.62,-99.0
2458869.85,ATLAS-o,20.38,-99.0
2458871.93,ATLAS-c,20.44,-99.0
2458873.93,ATLAS-o,20.37,-99.0
2458875.98,ATLAS-c,20.23,-99.0
2458877.87,ATLAS-o,20.39,-99.0
2458881.93,ATLAS-o,20.23,-99.0
2458901.85,ATLAS-o,20.35,-99.0
2458903.77,ATLAS-c,20.45,-99.0
2458905.88,ATLAS-o,20.43,-99.0
2458931.86,ATLAS-c,20.38,-99.0
2458933.77,ATLAS-o,20.25,-99.0
2458951.77,ATLAS-c,20.25,-99.0
2458953.85,ATLAS-o,20.21,-99.0
2458957.75,ATLAS-o,20.19,-99.0
2458961.79,ATLAS-o,20.18,-99.0
2459085.995,ZTF_r,19.42,0.11
2459086.0,ZTF_r,19.33,0.1
2459086.004,ZTF_r,19.28,0.11
2459086.009,ZTF_r,19.52,0.16
2459087.998,ZTF_r,19.32,0.09
2459088.003,ZTF_r,19.42,0.11
2459088.008,ZTF_r,19.23,0.1
2459088.013,ZTF_r,19.24,0.15
2459090.0,ZTF_r,19.22,0.11
2459090.006,ZTF_r,19.12,0.14
2459090.011,ZTF_r,19.44,0.19
2459090.016,ZTF_r,19.37,0.19
2459091.998,ZTF_r,19.12,0.06
2459092.003,ZTF_r,19.26,0.07
2459092.008,ZTF_r,19.1,0.07
2459092.013,ZTF_r,19.16,0.09
2459092.018,ZTF_r,19.48,0.18
2459094.0,ZTF_r,19.16,0.11
2459094.004,ZTF_r,19.34,0.13
2459094.009,ZTF_r,19.2,0.1
2459094.014,ZTF_r,19.36,0.13
2459094.019,ZTF_r,19.23,0.15
2459094.12,ATLAS-o,18.65,0.26
2459096.11,ATLAS-o,18.93,0.19
2459102.1,ATLAS-o,19.0,0.09
2459110.12,ATLAS-o,19.07,0.11
2459118.1,ATLAS-o,19.07,0.08
2459120.965,ZTF_g,21.05,0.26
2459121.015,ZTF_r,19.33,0.06
2459123.008,ZTF_r,19.28,0.07
2459124.12,ATLAS-o,19.21,0.16
2459124.906,ZTF_r,19.31,0.13
2459124.977,ZTF_r,19.37,0.09
2459126.07,ATLAS-o,19.16,0.14
2459127.023,ZTF_r,19.28,0.08
2459128.09,ATLAS-o,19.45,0.31
2459128.997,ZTF_r,19.55,0.17
2459130.1,ATLAS-o,19.33,0.11
2459130.968,ZTF_r,19.67,0.12
2459136.003,ZTF_r,19.74,0.09
2459137.987,ZTF_r,19.66,0.07
2459138.12,ATLAS-o,19.54,0.12
2459139.984,ZTF_r,19.77,0.08
2459141.995,ZTF_r,19.78,0.07
2459142.07,ATLAS-o,19.65,0.14
2459143.998,ZTF_r,20.01,0.07
2459145.987,ZTF_r,19.82,0.07
2459146.09,ATLAS-o,19.5,0.09
2459148.08,ATLAS-c,20.81,0.35
2459149.869,ZTF_r,19.93,0.19
2459150.985,ZTF_r,20.05,0.1
2459152.963,ZTF_r,20.05,0.19
2459154.05,ATLAS-o,19.44,0.18
2459155.941,ZTF_r,20.06,0.19
2459157.956,ZTF_r,20.01,0.22
2459164.004,ZTF_r,20.39,0.13
2459164.06,ATLAS-o,20.35,0.24
2459165.921,ZTF_r,20.54,0.14
2459168.938,ZTF_r,20.49,0.17
2459170.904,ZTF_r,20.78,0.21
2459176.12,ATLAS-c,20.15,-99.0
2459180.03,ATLAS-o,20.19,0.26
2459180.98,ATLAS-o,20.08,-99.0
2459181.93,ATLAS-o,20.28,0.35
2459189.97,ATLAS-o,20.05,-99.0
2459191.96,ATLAS-o,20.21,-99.0
2459196.03,ATLAS-c,20.41,-99.0
2459197.99,ATLAS-c,20.58,-99.0
2459206.02,ATLAS-c,20.65,-99.0
2459206.95,ATLAS-o,20.19,-99.0
2459208.91,ATLAS-o,20.08,-99.0
2459221.91,ATLAS-c,20.62,-99.0
2459229.97,ATLAS-c,20.45,-99.0
2459231.87,ATLAS-c,20.43,-99.0
2459251.89,ATLAS-c,20.43,-99.0
2459253.86,ATLAS-c,20.49,-99.0
2459255.89,ATLAS-c,20.62,-99.0
2459257.91,ATLAS-c,20.72,-99.0
2459261.87,ATLAS-c,20.27,-99.0
2459277.86,ATLAS-c,20.78,-99.0
2459287.8,ATLAS-c,20.21,-99.0
2459305.82,ATLAS-o,20.25,-99.0
2459313.79,ATLAS-c,20.49,-99.0
2459321.76,ATLAS-o,20.08,-99.0
2459520.09,ATLAS-o,20.3,-99.0
2459524.09,ATLAS-c,20.23,-99.0
2459528.02,ATLAS-c,20.3,-99.0
2459587.96,ATLAS-c,20.46,-99.0
2459603.96,ATLAS-o,20.02,-99.0
