JD,Filter,mag,magunc
2458990.85,ATLAS-c,20.33,-99.0
2458992.86,ATLAS-o,20.32,-99.0
2458994.87,ATLAS-c,20.33,-99.0
2459010.84,ATLAS-o,20.21,-99.0
2459022.8,ATLAS-c,20.69,-99.0
2459026.8,ATLAS-o,20.11,-99.0
2459038.77,ATLAS-o,20.06,-99.0
2459040.81,ATLAS-o,20.08,-99.0
2459042.79,ATLAS-c,20.19,-99.0
2459044.79,ATLAS-o,20.19,-99.0
2459205.15,ATLAS-c,20.12,-99.0
2459207.11,ATLAS-c,20.28,-99.0
2459208.15,ATLAS-c,20.02,-99.0
2459209.15,ATLAS-c,20.41,-99.0
2459223.16,ATLAS-o,20.4,-99.0
2459227.12,ATLAS-c,20.29,-99.0
2459229.08,ATLAS-c,20.41,-99.0
2459231.07,ATLAS-c,20.15,-99.0
2459233.11,ATLAS-c,20.49,-99.0
2459253.14,ATLAS-o,20.28,-99.0
2459257.05,ATLAS-c,20.41,-99.0
2459259.02,ATLAS-c,20.35,-99.0
2459261.01,ATLAS-c,20.41,-99.0
2459262.05,ATLAS-c,20.52,-99.0
2459263.05,ATLAS-c,20.41,-99.0
2459280.05,ATLAS-o,20.35,-99.0
2459281.08,ATLAS-o,20.46,-99.0
2459288.96,ATLAS-o,20.49,-99.0
2459293.04,ATLAS-o,20.49,-99.0
2459297.13,ATLAS-o,20.12,-99.0
2459308.0,ATLAS-o,20.02,-99.0
2459308.91,ATLAS-c,20.43,-99.0
2459312.93,ATLAS-c,20.94,-99.0
2459313.92,ATLAS-c,21.27,-99.0
2459322.87,ATLAS-o,20.21,-99.0
2459323.92,ATLAS-o,20.25,-99.0
2459324.93,ATLAS-o,20.62,-99.0
2459338.92,ATLAS-c,20.05,-99.0
2459342.9,ATLAS-c,20.43,-99.0
2459346.89,ATLAS-c,20.21,-99.0
2459348.86,ATLAS-o,20.55,-99.0
2459352.86,ATLAS-o,20.08,-99.0
2459366.88,ATLAS-o,20.3,-99.0
2459368.86,ATLAS-c,20.52,-99.0
2459370.83,ATLAS-o,20.16,-99.0
2459372.82,ATLAS-c,20.52,-99.0
2459373.82,ATLAS-o,20.02,-99.0
2459374.81,ATLAS-o,20.08,-99.0
2459376.83,ATLAS-c,20.55,-99.0
2459380.8,ATLAS-c,20.08,-99.0
2459382.79,ATLAS-o,20.06,-99.0
2459391.8,ATLAS-o,20.08,-99.0
2459392.83,ATLAS-o,20.05,-99.0
2459394.82,ATLAS-c,20.18,-99.0
2459396.81,ATLAS-o,20.38,-99.0
2459400.78,ATLAS-o,20.46,-99.0
2459404.76,ATLAS-o,20.3,-99.0
2459585.08,ATLAS-o,20.06,-99.0
2459587.09,ATLAS-c,20.23,-99.0
