JD,Filter,mag,magunc
2458701.05,ATLAS-o,20.25,-99.0
2458703.11,ATLAS-c,20.55,-99.0
2458704.09,ATLAS-c,20.21,-99.0
2458705.07,ATLAS-o,20.12,-99.0
2458707.1,ATLAS-c,20.25,-99.0
2458719.01,ATLAS-o,20.14,-99.0
2458721.13,ATLAS-o,20.15,-99.0
2458724.99,ATLAS-o,20.08,-99.0
2458726.9,ATLAS-c,20.52,-99.0
2458731.05,ATLAS-c,20.25,-99.0
2458736.94,ATLAS-o,20.02,-99.0
2458750.92,ATLAS-c,20.49,-99.0
2458752.94,ATLAS-o,20.64,-99.0
2458755.91,ATLAS-c,20.52,-99.0
2458756.88,ATLAS-o,20.03,-99.0
2458757.9,ATLAS-o,20.29,-99.0
2458760.97,ATLAS-o,20.19,-99.0
2458762.88,ATLAS-o,20.16,-99.0
2458764.02,ATLAS-c,20.35,-99.0
2458778.86,ATLAS-c,20.3,-99.0
2458780.85,ATLAS-o,20.49,-99.0
2458784.87,ATLAS-o,20.38,-99.0
2458790.86,ATLAS-o,20.33,-99.0
2458791.8,ATLAS-o,20.12,-99.0
2458792.85,ATLAS-o,20.27,-99.0
2458808.83,ATLAS-o,20.52,-99.0
2458812.77,ATLAS-o,20.7,-99.0
2458814.79,ATLAS-c,20.52,-99.0
2458816.81,ATLAS-o,20.58,-99.0
2458833.78,ATLAS-o,20.68,-99.0
2458836.74,ATLAS-o,20.52,-99.0
2458841.81,ATLAS-o,20.28,-99.0
2458844.73,ATLAS-o,20.35,-99.0
2458846.73,ATLAS-c,20.29,-99.0
2458872.72,ATLAS-o,20.04,-99.0
2459018.1,ATLAS-o,20.49,-99.0
2459021.1,ATLAS-o,20.29,-99.0
2459025.06,ATLAS-o,20.21,-99.0
2459029.05,ATLAS-o,20.49,-99.0
2459031.05,ATLAS-c,20.68,-99.0
2459033.06,ATLAS-o,20.43,-99.0
2459034.1,ATLAS-o,20.05,-99.0
2459043.05,ATLAS-o,20.04,-99.0
2459051.02,ATLAS-c,20.49,-99.0
2459053.11,ATLAS-o,20.03,-99.0
2459058.97,ATLAS-c,20.36,-99.0
2459073.06,ATLAS-o,20.11,-99.0
2459075.04,ATLAS-o,20.15,-99.0
2459077.1,ATLAS-o,20.45,-99.0
2459078.96,ATLAS-c,20.55,-99.0
2459079.99,ATLAS-c,20.55,-99.0
2459081.07,ATLAS-o,20.11,-99.0
2459082.96,ATLAS-c,20.36,-99.0
2459084.92,ATLAS-o,20.55,-99.0
2459087.05,ATLAS-c,20.29,-99.0
2459090.96,ATLAS-o,20.19,-99.0
2459100.99,ATLAS-o,20.23,-99.0
2459102.98,ATLAS-o,20.13,-99.0
2459104.97,ATLAS-o,20.34,-99.0
2459106.96,ATLAS-c,20.49,-99.0
2459108.87,ATLAS-o,20.32,-99.0
2459110.87,ATLAS-c,20.55,-99.0
2459112.89,ATLAS-o,20.52,-99.0
2459114.93,ATLAS-c,20.57,-99.0
2459117.87,ATLAS-o,20.47,-99.0
2459118.89,ATLAS-o,20.04,-99.0
2459128.97,ATLAS-o,20.25,-99.0
2459129.94,ATLAS-o,20.25,-99.0
2459130.92,ATLAS-o,20.16,-99.0
2459132.89,ATLAS-o,20.55,-99.0
2459133.88,ATLAS-o,20.23,-99.0
2459136.91,ATLAS-o,20.45,-99.0
2459138.89,ATLAS-c,20.43,-99.0
2459140.86,ATLAS-o,20.52,-99.0
2459142.86,ATLAS-c,20.55,-99.0
2459144.86,ATLAS-o,20.02,-99.0
2459146.92,ATLAS-o,20.25,-99.0
2459156.84,ATLAS-o,20.08,-99.0
2459169.82,ATLAS-o,20.49,-99.0
2459170.81,ATLAS-c,20.62,-99.0
2459185.82,ATLAS-o,20.02,-99.0
2459187.83,ATLAS-o,20.02,-99.0
2459189.76,ATLAS-o,20.43,-99.0
2459190.75,ATLAS-c,20.45,-99.0
2459192.79,ATLAS-o,20.41,-99.0
2459194.78,ATLAS-c,20.49,-99.0
2459198.74,ATLAS-c,20.28,-99.0
2459208.75,ATLAS-o,20.01,-99.0
2459216.76,ATLAS-o,20.14,-99.0
2459218.8,ATLAS-c,20.16,-99.0
2459220.72,ATLAS-c,20.65,-99.0
2459222.76,ATLAS-c,20.3,-99.0
2459224.75,ATLAS-c,20.25,-99.0
2459354.09,ATLAS-o,19.45,0.14
2459365.1,ATLAS-o,19.45,0.17
2459374.912,ZTF_g,19.89,0.27
2459377.09,ATLAS-c,20.09,0.18
2459377.933,ZTF_r,19.74,0.09
2459377.956,ZTF_g,20.68,0.19
2459379.953,ZTF_i,19.39,0.12
2459381.08,ATLAS-c,20.29,0.17
2459383.08,ATLAS-o,19.61,0.13
2459385.894,ZTF_r,19.96,0.15
2459385.955,ZTF_i,19.37,0.11
2459387.1,ATLAS-o,19.62,0.15
2459388.09,ATLAS-o,19.54,0.14
2459390.881,ZTF_r,20.12,0.28
2459392.933,ZTF_r,20.02,0.29
2459393.06,ATLAS-o,20.01,0.24
2459394.902,ZTF_i,19.29,0.19
2459397.1,ATLAS-o,20.13,0.25
2459397.901,ZTF_r,19.92,0.14
2459399.953,ZTF_i,19.62,0.2
2459400.954,ZTF_r,20.08,0.12
2459401.05,ATLAS-o,20.31,0.23
2459402.922,ZTF_r,20.09,0.15
2459403.09,ATLAS-c,20.67,0.32
2459403.955,ZTF_i,19.47,0.11
2459404.944,ZTF_r,20.08,0.14
2459405.03,ATLAS-o,20.5,0.29
2459406.957,ZTF_r,20.05,0.14
2459407.913,ZTF_i,20.03,0.27
2459409.03,ATLAS-o,20.35,0.17
2459409.946,ZTF_r,20.22,0.13
2459411.926,ZTF_i,20.11,0.2
2459411.943,ZTF_r,20.29,0.15
2459412.95,ATLAS-o,20.12,0.17
2459415.02,ATLAS-c,20.8,0.35
2459415.917,ZTF_r,20.51,0.15
2459417.917,ZTF_i,20.01,0.22
2459424.964,ZTF_i,20.0,0.26
2459426.905,ZTF_r,20.96,0.29
2459426.906,ZTF_r,20.9,0.28
2459427.01,ATLAS-o,20.19,-99.0
2459427.879,ZTF_i,20.15,0.21
2459428.883,ZTF_r,20.48,0.17
2459428.884,ZTF_r,21.01,0.25
2459429.08,ATLAS-o,20.38,-99.0
2459429.886,ZTF_r,20.72,0.17
2459430.86,ZTF_r,21.0,0.24
2459430.871,ZTF_r,20.84,0.19
2459430.953,ZTF_i,20.35,0.22
2459433.0,ATLAS-c,20.54,-99.0
2459434.96,ATLAS-o,20.33,-99.0
2459435.861,ZTF_r,21.03,0.22
2459435.949,ZTF_i,20.37,0.23
2459436.97,ATLAS-c,20.64,-99.0
2459438.98,ATLAS-o,20.43,-99.0
2459440.96,ATLAS-c,20.54,-99.0
2459442.96,ATLAS-o,20.46,-99.0
2459444.92,ATLAS-o,20.08,-99.0
2459445.97,ATLAS-o,20.28,-99.0
2459454.05,ATLAS-o,20.16,-99.0
2459454.95,ATLAS-o,20.12,-99.0
2459455.93,ATLAS-o,20.19,-99.0
2459457.02,ATLAS-o,20.52,-99.0
2459460.94,ATLAS-o,20.45,-99.0
2459462.93,ATLAS-c,20.46,-99.0
2459464.98,ATLAS-o,20.55,-99.0
2459466.98,ATLAS-c,20.91,-99.0
2459467.03,ATLAS-o,20.19,-99.0
2459470.86,ATLAS-o,20.33,-99.0
2459485.9,ATLAS-o,20.1,-99.0
2459486.85,ATLAS-o,20.46,-99.0
2459490.93,ATLAS-o,20.15,-99.0
2459494.94,ATLAS-o,20.1,-99.0
2459498.9,ATLAS-o,20.28,-99.0
2459515.88,ATLAS-c,20.3,-99.0
2459516.87,ATLAS-o,20.16,-99.0
2459517.85,ATLAS-o,20.23,-99.0
2459518.86,ATLAS-c,20.32,-99.0
2459520.86,ATLAS-o,20.16,-99.0
2459522.87,ATLAS-c,20.15,-99.0
2459526.81,ATLAS-c,20.41,-99.0
2459542.78,ATLAS-o,20.11,-99.0
2459544.82,ATLAS-o,20.14,-99.0
2459546.83,ATLAS-o,20.28,-99.0
