JD,Filter,mag,magunc
2459275.842,ZTF_r,18.57,0.07
2459276.84,ZTF_r,18.6,0.06
2459276.867,ZTF_r,18.61,0.05
2459276.99,ATLAS-o,18.64,0.07
2459278.815,ZTF_g,19.46,0.07
2459278.816,ZTF_g,19.68,0.08
2459278.907,ZTF_r,18.54,0.05
2459278.908,ZTF_r,18.59,0.06
2459279.0,ATLAS-o,18.6,0.23
2459280.796,ZTF_r,18.58,0.03
2459280.857,ZTF_g,19.56,0.12
2459280.98,ATLAS-o,18.57,0.04
2459281.753,ZTF_r,18.55,0.04
2459288.91,ATLAS-o,18.66,0.04
2459290.816,ZTF_g,19.6,0.07
2459290.836,ZTF_r,18.6,0.04
2459291.791,ZTF_g,19.65,0.08
2459291.836,ZTF_r,18.63,0.04
2459292.774,ZTF_g,19.66,0.11
2459292.836,ZTF_r,18.63,0.04
2459292.89,ATLAS-o,18.68,0.05
2459293.734,ZTF_r,18.62,0.04
2459294.752,ZTF_g,19.59,0.12
2459294.818,ZTF_r,18.73,0.06
2459296.816,ZTF_g,19.53,0.15
2459296.837,ZTF_r,18.71,0.07
2459297.68,ZTF_g,19.53,0.25
2459297.754,ZTF_r,18.93,0.1
2459298.807,ZTF_r,18.67,0.15
2459301.794,ZTF_r,18.36,0.17
2459302.754,ZTF_r,18.66,0.1
2459304.754,ZTF_g,19.66,0.18
2459304.755,ZTF_g,20.15,0.3
2459304.808,ZTF_r,18.63,0.09
2459304.809,ZTF_r,18.68,0.09
2459304.94,ATLAS-o,19.0,0.13
2459305.772,ZTF_g,19.86,0.29
2459305.773,ZTF_g,19.52,0.15
2459305.813,ZTF_r,18.92,0.08
2459306.97,ATLAS-o,18.71,0.07
2459307.749,ZTF_r,18.88,0.05
2459307.749,ZTF_r,18.81,0.04
2459307.776,ZTF_g,19.71,0.08
2459307.776,ZTF_g,19.92,0.1
2459308.89,ATLAS-c,19.3,0.06
2459309.691,ZTF_g,19.62,0.07
2459309.692,ZTF_g,19.67,0.07
2459309.732,ZTF_r,18.91,0.07
2459309.732,ZTF_r,18.72,0.06
2459311.687,ZTF_r,18.81,0.1
2459311.688,ZTF_r,18.99,0.13
2459311.731,ZTF_g,20.02,0.16
2459312.91,ATLAS-c,19.29,0.05
2459313.711,ZTF_r,18.85,0.05
2459313.711,ZTF_r,18.91,0.05
2459315.71,ZTF_g,19.68,0.08
2459315.711,ZTF_g,19.94,0.08
2459315.732,ZTF_r,18.91,0.05
2459315.732,ZTF_r,18.87,0.04
2459317.732,ZTF_g,19.99,0.11
2459317.735,ZTF_g,19.89,0.08
2459321.733,ZTF_g,19.96,0.09
2459321.734,ZTF_g,19.93,0.1
2459321.792,ZTF_r,19.11,0.05
2459322.86,ATLAS-o,19.16,0.09
2459323.728,ZTF_r,19.16,0.07
2459323.728,ZTF_r,19.09,0.07
2459323.756,ZTF_g,20.34,0.2
2459323.756,ZTF_g,20.01,0.15
2459324.86,ATLAS-o,19.08,0.06
2459325.728,ZTF_g,20.13,0.16
2459325.753,ZTF_r,19.1,0.08
2459325.754,ZTF_r,19.02,0.07
2459326.86,ATLAS-o,19.24,0.17
2459334.85,ATLAS-o,20.23,-99.0
2459335.88,ATLAS-o,20.78,0.31
2459336.86,ATLAS-o,20.4,-99.0
2459342.84,ATLAS-c,20.35,-99.0
2459344.84,ATLAS-o,20.52,-99.0
2459345.693,ZTF_r,20.93,0.27
2459346.84,ATLAS-c,20.49,-99.0
2459348.81,ATLAS-o,20.49,-99.0
2459349.84,ATLAS-c,20.92,0.36
2459350.81,ATLAS-c,20.11,-99.0
2459352.82,ATLAS-o,20.28,-99.0
2459364.79,ATLAS-o,20.28,-99.0
2459365.68,ZTF_r,20.75,0.27
2459366.84,ATLAS-o,20.3,-99.0
2459368.81,ATLAS-c,20.52,-99.0
2459370.78,ATLAS-o,20.05,-99.0
2459372.77,ATLAS-c,20.45,-99.0
2459374.77,ATLAS-o,20.16,-99.0
2459376.79,ATLAS-c,20.54,-99.0
2459380.76,ATLAS-c,20.11,-99.0
2459392.78,ATLAS-o,20.21,-99.0
2459394.77,ATLAS-c,20.15,-99.0
2459396.77,ATLAS-o,20.23,-99.0
2459561.11,ATLAS-o,20.0,-99.0
2459581.03,ATLAS-o,20.02,-99.0
2459585.04,ATLAS-o,20.02,-99.0
2459589.05,ATLAS-o,20.19,-99.0
2459591.09,ATLAS-c,20.29,-99.0
2459606.12,ATLAS-o,20.08,-99.0
