JD,Filter,mag,magunc
2458663.695,ZTF_r,19.73,0.12
2458663.82,ATLAS-c,20.68,-99.0
2458665.88,ATLAS-o,19.05,0.09
2458669.687,ZTF_r,20.74,0.25
2458671.82,ATLAS-o,19.19,0.09
2458675.67,ZTF_i,18.82,0.17
2458685.8,ATLAS-o,20.19,-99.0
2458689.89,ATLAS-o,19.53,0.15
2458691.88,ATLAS-c,20.81,-99.0
2458693.76,ATLAS-o,20.06,-99.0
2458699.87,ATLAS-c,20.38,0.36
2458703.77,ATLAS-c,20.19,-99.0
2458709.75,ATLAS-o,18.58,0.28
2458713.78,ATLAS-o,19.46,0.17
2458723.79,ATLAS-c,20.28,-99.0
2458729.659,ZTF_g,18.16,0.15
2458851.017,ZTF_r,19.63,0.14
2458870.16,ATLAS-o,20.08,-99.0
2458872.08,ATLAS-c,20.58,-99.0
2458874.14,ATLAS-o,20.23,0.2
2458875.997,ZTF_g,21.11,0.29
2458876.16,ATLAS-c,20.28,0.26
2458878.16,ATLAS-o,20.35,-99.0
2458880.07,ATLAS-c,20.23,0.23
2458884.11,ATLAS-c,21.16,0.34
2458902.07,ATLAS-o,20.18,-99.0
2458904.1,ATLAS-c,20.82,-99.0
2458906.13,ATLAS-o,20.55,-99.0
2458907.05,ATLAS-o,20.07,0.29
2458912.07,ATLAS-c,20.42,-99.0
2458914.08,ATLAS-o,20.85,0.34
2458932.08,ATLAS-c,20.29,-99.0
2458933.99,ATLAS-o,20.41,-99.0
2458938.06,ATLAS-o,20.43,-99.0
2458960.07,ATLAS-c,20.52,-99.0
2458961.97,ATLAS-o,20.58,-99.0
2458965.9,ATLAS-o,20.22,0.21
2458967.98,ATLAS-c,20.41,-99.0
2458969.839,ZTF_r,19.79,0.26
2458969.94,ATLAS-o,20.01,0.19
2458971.94,ATLAS-o,20.02,-99.0
2458973.86,ATLAS-o,19.96,0.24
2458981.751,ZTF_r,20.93,0.3
2458981.794,ZTF_g,20.76,0.24
2458981.92,ATLAS-o,20.45,-99.0
2458983.94,ATLAS-c,20.25,-99.0
2458985.92,ATLAS-o,20.61,-99.0
2458987.94,ATLAS-c,20.41,-99.0
2458989.92,ATLAS-o,20.7,-99.0
2458994.787,ZTF_r,20.89,0.24
2458995.803,ZTF_g,21.17,0.27
2458995.94,ATLAS-c,20.49,-99.0
2458999.89,ATLAS-o,20.33,-99.0
2459001.88,ATLAS-o,20.1,-99.0
2459012.755,ZTF_r,20.82,0.2
2459013.9,ATLAS-o,20.55,-99.0
2459017.89,ATLAS-o,20.14,-99.0
2459021.729,ZTF_g,20.75,0.16
2459021.83,ATLAS-o,20.49,-99.0
2459023.81,ATLAS-c,20.72,-99.0
2459025.81,ATLAS-o,20.29,-99.0
2459026.796,ZTF_i,19.74,0.16
2459027.82,ATLAS-o,20.3,-99.0
2459037.82,ATLAS-o,20.1,-99.0
2459039.83,ATLAS-o,20.35,-99.0
2459041.86,ATLAS-o,20.52,-99.0
2459042.714,ZTF_r,20.96,0.3
2459043.89,ATLAS-c,20.33,-99.0
2459044.716,ZTF_r,19.92,0.12
2459046.712,ZTF_g,21.22,0.28
2459051.82,ATLAS-c,20.25,-99.0
2459052.747,ZTF_r,20.29,0.16
2459052.747,ZTF_r,21.09,0.27
2459052.791,ZTF_g,20.74,0.24
2459055.77,ATLAS-o,20.02,-99.0
2459060.734,ZTF_i,20.19,0.26
2459061.76,ATLAS-o,19.45,0.16
2459065.8,ATLAS-o,19.84,0.29
2459069.75,ATLAS-o,19.61,0.13
2459073.78,ATLAS-o,20.33,-99.0
2459074.739,ZTF_i,18.02,0.18
2459075.674,ZTF_g,19.05,0.14
2459075.79,ATLAS-c,20.02,0.14
2459076.678,ZTF_g,21.11,0.28
2459077.79,ATLAS-o,20.32,-99.0
2459080.674,ZTF_r,20.5,0.28
2459080.695,ZTF_g,20.32,0.26
2459084.726,ZTF_i,19.38,0.23
2459092.66,ZTF_i,19.84,0.23
2459103.74,ATLAS-c,20.47,-99.0
2459107.74,ATLAS-c,20.06,-99.0
2459119.62,ZTF_i,19.81,0.27
2459120.617,ZTF_r,19.5,0.19
2459126.619,ZTF_r,20.1,0.29
2459193.015,ZTF_r,19.64,0.18
2459195.011,ZTF_r,20.68,0.27
2459195.044,ZTF_g,20.52,0.28
2459198.09,ATLAS-c,19.65,0.14
2459206.08,ATLAS-c,20.33,-99.0
2459215.15,ATLAS-o,19.22,0.14
2459216.035,ZTF_r,19.02,0.11
2459217.988,ZTF_r,18.61,0.06
2459218.013,ZTF_i,18.31,0.06
2459218.038,ZTF_g,20.11,0.24
2459218.15,ATLAS-o,19.0,0.08
2459219.948,ZTF_g,19.77,0.18
2459219.987,ZTF_r,18.42,0.05
2459221.998,ZTF_g,20.09,0.15
2459222.029,ZTF_r,18.64,0.1
2459222.15,ATLAS-o,18.55,0.06
2459223.997,ZTF_r,18.8,0.07
2459223.998,ZTF_r,18.5,0.05
2459224.047,ZTF_g,19.53,0.09
2459224.962,ZTF_i,18.51,0.1
2459225.006,ZTF_r,18.68,0.05
2459225.033,ZTF_g,19.69,0.08
2459225.97,ZTF_g,20.06,0.23
2459226.019,ZTF_r,17.71,0.19
2459227.006,ZTF_r,18.87,0.06
2459227.056,ZTF_g,19.61,0.07
2459227.16,ATLAS-c,20.46,0.28
2459227.999,ZTF_g,19.86,0.09
2459228.028,ZTF_i,18.28,0.06
2459228.047,ZTF_r,18.64,0.04
2459230.028,ZTF_r,18.78,0.07
2459232.017,ZTF_i,18.2,0.04
2459232.028,ZTF_r,18.79,0.06
2459232.05,ZTF_g,19.77,0.07
2459232.08,ATLAS-c,19.12,0.07
2459233.993,ZTF_r,18.91,0.05
2459243.15,ATLAS-o,18.74,0.13
2459246.07,ATLAS-o,18.54,0.09
2459249.968,ZTF_i,18.35,0.08
2459249.985,ZTF_r,18.74,0.05
2459251.927,ZTF_g,20.27,0.13
2459251.974,ZTF_r,18.59,0.04
2459252.13,ATLAS-o,18.61,0.05
2459253.967,ZTF_i,18.12,0.04
2459253.998,ZTF_r,18.75,0.04
2459254.026,ZTF_g,20.24,0.11
2459254.07,ATLAS-c,19.58,0.09
2459255.928,ZTF_r,18.83,0.04
2459256.06,ATLAS-c,18.94,0.06
2459256.978,ZTF_i,18.22,0.04
2459258.1,ATLAS-c,19.3,0.06
2459258.883,ZTF_g,20.72,0.29
2459262.05,ATLAS-c,19.23,0.06
2459262.999,ZTF_r,18.77,0.04
2459263.026,ZTF_g,20.93,0.23
2459264.893,ZTF_i,18.11,0.03
2459265.924,ZTF_g,19.92,0.12
2459267.846,ZTF_i,18.24,0.07
2459267.883,ZTF_g,20.27,0.21
2459267.925,ZTF_r,18.57,0.04
2459268.08,ATLAS-c,19.47,0.07
2459269.893,ZTF_r,18.58,0.05
2459269.956,ZTF_g,20.21,0.17
2459269.99,ATLAS-o,18.08,0.05
2459270.977,ZTF_i,18.05,0.06
2459271.956,ZTF_r,18.66,0.07
2459272.831,ZTF_r,18.86,0.13
2459272.832,ZTF_r,18.48,0.09
2459275.899,ZTF_r,24.08,-99.0
2459275.9,ZTF_r,24.58,-99.0
2459278.07,ATLAS-o,18.65,0.05
2459278.842,ZTF_g,20.32,0.19
2459278.843,ZTF_g,19.89,0.16
2459278.89,ZTF_i,18.35,0.07
2459278.956,ZTF_r,18.8,0.05
2459278.957,ZTF_r,18.58,0.05
2459280.926,ZTF_r,18.94,0.08
2459290.892,ZTF_r,18.7,0.04
2459290.893,ZTF_r,18.66,0.04
2459290.902,ZTF_g,20.49,0.13
2459290.903,ZTF_g,20.72,0.17
2459291.821,ZTF_i,18.13,0.03
2459292.0,ATLAS-c,19.78,0.07
2459292.89,ZTF_r,18.69,0.03
2459292.891,ZTF_r,18.79,0.04
2459292.933,ZTF_g,20.41,0.13
2459292.933,ZTF_g,20.43,0.13
2459294.04,ATLAS-o,18.64,0.04
2459295.811,ZTF_g,19.57,0.15
2459295.812,ZTF_g,20.33,0.25
2459295.874,ZTF_i,18.08,0.05
2459295.904,ZTF_r,18.8,0.05
2459295.905,ZTF_r,18.65,0.04
2459296.878,ZTF_r,18.77,0.07
2459297.84,ZTF_g,20.35,0.25
2459297.852,ZTF_g,20.57,0.3
2459297.886,ZTF_r,18.82,0.06
2459297.887,ZTF_r,18.94,0.07
2459298.01,ATLAS-o,18.82,0.08
2459298.828,ZTF_g,20.06,0.25
2459299.97,ATLAS-o,18.69,0.23
2459300.921,ZTF_r,18.92,0.12
2459300.922,ZTF_r,19.07,0.14
2459301.886,ZTF_r,18.98,0.12
2459302.916,ZTF_r,18.94,0.11
2459303.96,ATLAS-o,18.65,0.08
2459304.881,ZTF_r,19.11,0.16
2459305.893,ZTF_i,18.14,0.04
2459306.06,ATLAS-o,18.86,0.08
2459306.817,ZTF_g,20.58,0.2
2459306.943,ZTF_r,18.73,0.05
2459307.824,ZTF_g,20.73,0.17
2459307.825,ZTF_g,20.89,0.19
2459307.845,ZTF_r,18.89,0.04
2459307.949,ZTF_r,18.71,0.04
2459308.827,ZTF_i,18.46,0.05
2459308.875,ZTF_g,20.24,0.12
2459308.944,ZTF_r,18.82,0.04
2459309.827,ZTF_g,20.66,0.17
2459309.828,ZTF_g,20.59,0.15
2459309.897,ZTF_r,19.0,0.06
2459309.898,ZTF_r,19.08,0.06
2459309.99,ATLAS-c,19.67,0.12
2459310.901,ZTF_r,18.92,0.04
2459311.78,ZTF_g,20.43,0.16
2459311.819,ZTF_r,18.94,0.05
2459311.842,ZTF_i,18.34,0.04
2459313.788,ZTF_g,20.7,0.24
2459313.854,ZTF_r,18.92,0.05
2459314.0,ATLAS-c,20.07,0.14
2459314.922,ZTF_i,18.34,0.04
2459317.758,ZTF_g,20.43,0.13
2459317.8,ZTF_i,18.45,0.05
2459317.905,ZTF_r,19.19,0.05
2459317.93,ATLAS-c,20.39,0.18
2459319.95,ATLAS-o,19.19,0.1
2459321.853,ZTF_i,18.81,0.07
2459321.859,ZTF_g,20.62,0.16
2459321.903,ZTF_r,19.29,0.07
2459321.95,ATLAS-c,19.65,0.08
2459323.792,ZTF_g,20.97,0.28
2459323.799,ZTF_g,20.51,0.18
2459323.829,ZTF_r,19.26,0.06
2459323.86,ZTF_r,19.43,0.08
2459323.862,ZTF_r,18.96,0.05
2459323.91,ATLAS-o,19.52,0.12
2459323.963,ZTF_g,20.75,0.23
2459324.82,ZTF_i,18.53,0.05
2459325.784,ZTF_r,19.46,0.08
2459325.788,ZTF_r,19.08,0.05
2459325.789,ZTF_r,19.03,0.05
2459325.805,ZTF_r,19.19,0.06
2459325.966,ZTF_r,19.27,0.08
2459327.9,ATLAS-o,18.85,0.1
2459328.746,ZTF_r,19.39,0.1
2459328.746,ZTF_r,19.38,0.11
2459328.755,ZTF_r,19.65,0.15
2459328.796,ZTF_r,19.33,0.1
2459328.879,ZTF_i,18.83,0.1
2459329.725,ZTF_r,18.97,0.11
2459329.79,ZTF_r,19.51,0.16
2459329.97,ATLAS-o,19.21,0.17
2459331.96,ATLAS-o,19.23,0.31
2459334.03,ATLAS-o,19.87,0.25
2459334.816,ZTF_r,19.76,0.13
2459334.854,ZTF_r,20.06,0.15
2459334.854,ZTF_r,19.2,0.07
2459334.888,ZTF_r,19.71,0.12
2459335.797,ZTF_r,19.68,0.12
2459335.817,ZTF_r,19.59,0.2
2459335.854,ZTF_r,19.55,0.24
2459335.854,ZTF_r,19.14,0.14
2459335.871,ZTF_i,19.11,0.23
2459335.91,ATLAS-o,20.08,-99.0
2459336.878,ZTF_r,20.29,0.18
2459338.842,ZTF_i,19.73,0.2
2459338.882,ZTF_r,19.94,0.14
2459338.894,ZTF_r,20.53,0.24
2459339.787,ZTF_r,20.51,0.17
2459339.787,ZTF_r,20.05,0.09
2459339.788,ZTF_r,20.34,0.13
2459339.796,ZTF_r,20.46,0.16
2459340.01,ATLAS-c,19.5,0.17
2459340.777,ZTF_r,20.48,0.17
2459340.818,ZTF_r,20.61,0.2
2459340.819,ZTF_r,20.29,0.15
2459340.852,ZTF_g,20.77,0.19
2459341.722,ZTF_r,19.99,0.1
2459341.723,ZTF_r,19.89,0.09
2459341.736,ZTF_r,20.87,0.23
2459341.76,ZTF_i,20.05,0.18
2459341.784,ZTF_r,20.02,0.1
2459341.859,ZTF_g,20.85,0.23
2459342.859,ZTF_g,21.13,0.26
2459342.882,ZTF_g,21.04,0.23
2459342.901,ZTF_r,20.66,0.2
2459342.902,ZTF_r,20.15,0.12
2459343.84,ZTF_r,21.18,0.29
2459343.87,ATLAS-c,19.89,0.17
2459344.849,ZTF_i,19.88,0.16
2459344.895,ZTF_r,19.91,0.11
2459345.97,ATLAS-o,20.52,0.3
2459346.881,ZTF_r,20.3,0.14
2459346.894,ZTF_r,20.63,0.2
2459347.95,ATLAS-c,20.52,-99.0
2459349.93,ATLAS-o,20.08,0.19
2459350.775,ZTF_r,20.29,0.18
2459350.776,ZTF_r,20.05,0.14
2459351.99,ATLAS-c,20.33,-99.0
2459352.777,ZTF_r,20.11,0.13
2459352.871,ZTF_i,19.63,0.14
2459353.819,ZTF_r,20.19,0.16
2459353.92,ATLAS-o,20.03,0.19
2459354.77,ZTF_r,20.32,0.26
2459362.862,ZTF_i,19.25,0.12
2459364.742,ZTF_g,21.95,0.17
2459364.778,ZTF_r,22.01,-99.0
2459365.743,ZTF_g,21.99,-99.0
2459365.779,ZTF_r,21.85,-99.0
2459365.866,ZTF_i,19.8,0.18
2459366.778,ZTF_g,21.1,0.27
2459367.776,ZTF_g,20.91,0.22
2459367.777,ZTF_g,20.79,0.21
2459367.86,ATLAS-o,20.08,-99.0
2459369.693,ZTF_r,20.77,0.19
2459369.839,ZTF_i,19.38,0.08
2459369.88,ATLAS-c,20.57,0.2
2459371.708,ZTF_g,21.06,0.22
2459371.98,ATLAS-o,20.19,0.33
2459372.777,ZTF_i,19.22,0.13
2459373.737,ZTF_r,20.32,0.16
2459373.87,ATLAS-c,20.87,-99.0
2459375.708,ZTF_i,20.01,0.19
2459376.792,ZTF_r,20.43,0.18
2459377.755,ZTF_r,20.62,0.2
2459377.756,ZTF_r,20.92,0.28
2459377.817,ZTF_g,20.94,0.25
2459377.818,ZTF_g,20.84,0.21
2459377.84,ATLAS-c,21.15,-99.0
2459378.711,ZTF_g,21.2,0.26
2459378.77,ZTF_r,20.69,0.26
2459378.789,ZTF_i,20.14,0.21
2459381.83,ATLAS-o,20.36,-99.0
2459381.843,ZTF_i,19.63,0.15
2459382.91,ATLAS-o,20.19,-99.0
2459385.755,ZTF_r,20.2,0.23
2459389.82,ATLAS-o,20.1,-99.0
2459391.842,ZTF_i,19.48,0.2
2459393.716,ZTF_r,20.69,0.21
2459393.85,ATLAS-o,20.52,-99.0
2459395.717,ZTF_r,19.9,0.16
2459395.718,ZTF_r,20.64,0.27
2459397.724,ZTF_r,20.92,0.24
2459397.86,ATLAS-o,20.69,-99.0
2459400.697,ZTF_r,20.4,0.17
2459400.698,ZTF_r,20.01,0.12
2459400.734,ZTF_i,19.4,0.11
2459401.791,ZTF_r,20.6,0.23
2459401.85,ATLAS-o,20.65,0.28
2459402.724,ZTF_r,20.5,0.2
2459403.721,ZTF_r,20.82,0.27
2459403.84,ATLAS-c,20.58,-99.0
2459404.691,ZTF_i,20.56,0.29
2459404.726,ZTF_r,20.93,0.29
2459405.78,ATLAS-o,20.44,0.17
2459406.74,ZTF_r,20.55,0.26
2459408.724,ZTF_r,20.22,0.19
2459413.82,ATLAS-o,20.21,-99.0
2459415.719,ZTF_i,20.1,0.23
2459423.685,ZTF_i,20.13,0.2
2459425.682,ZTF_r,18.22,0.06
2459425.87,ATLAS-c,20.29,-99.0
2459426.734,ZTF_r,20.28,0.2
2459427.682,ZTF_r,20.9,0.29
2459427.82,ATLAS-o,20.08,-99.0
2459429.83,ATLAS-c,20.58,-99.0
2459433.78,ATLAS-c,19.96,0.13
2459435.8,ATLAS-o,20.19,-99.0
2459436.678,ZTF_i,20.41,0.25
2459449.8,ATLAS-o,19.32,0.17
2459461.74,ATLAS-o,19.85,0.15
2459465.74,ATLAS-o,20.3,-99.0
2459481.72,ATLAS-o,19.1,0.35
2459487.73,ATLAS-o,17.98,0.09
2459566.15,ATLAS-o,19.33,0.21
2459574.07,ATLAS-o,18.03,0.07
2459590.07,ATLAS-o,20.31,-99.0
2459592.09,ATLAS-c,20.25,-99.0
2459594.12,ATLAS-o,20.32,-99.0
