JD,Filter,mag,magunc
2459361.89,ATLAS-o,16.8,0.02
2459363.9,ATLAS-o,16.75,0.02
2459367.86,ATLAS-o,16.77,0.02
2459369.87,ATLAS-c,17.58,0.02
2459371.91,ATLAS-o,16.78,0.02
2459373.85,ATLAS-c,17.59,0.02
2459377.83,ATLAS-c,17.62,0.02
2459381.82,ATLAS-o,16.88,0.02
2459383.78,ATLAS-o,16.84,0.02
2459385.85,ATLAS-o,16.89,0.02
2459387.82,ATLAS-o,16.81,0.08
2459389.81,ATLAS-o,16.86,0.02
2459390.5,J,15.36,0.15
2459390.5,H,15.11,0.21
2459390.5,Ks,15.23,0.15
2459391.79,ATLAS-o,16.83,0.02
2459393.81,ATLAS-o,16.82,0.01
2459397.81,ATLAS-o,16.83,0.02
2459401.81,ATLAS-o,16.83,0.01
2459403.79,ATLAS-c,17.64,0.03
2459405.78,ATLAS-o,16.84,0.02
2459409.76,ATLAS-o,16.82,0.01
2459417.78,ATLAS-o,16.82,0.08
2459419.78,ATLAS-o,16.93,0.04
2459425.77,ATLAS-c,17.81,0.03
2459427.78,ATLAS-o,16.99,0.02
2459429.77,ATLAS-c,17.77,0.03
2459431.76,ATLAS-o,16.92,0.02
2459433.75,ATLAS-c,17.76,0.04
2459435.76,ATLAS-o,16.89,0.02
2459441.75,ATLAS-o,16.92,0.03
2459536.14,ATLAS-o,17.14,0.05
2459537.14,ATLAS-o,17.18,0.03
2459542.13,ATLAS-o,17.2,0.03
2459543.14,ATLAS-o,17.16,0.03
2459544.13,ATLAS-o,17.2,0.03
2459545.14,ATLAS-o,17.24,0.04
2459560.5,J,15.51,0.15
2459560.5,Ks,14.62,0.15
2459562.13,ATLAS-o,17.1,0.03
2459563.16,ATLAS-o,17.08,0.05
2459565.14,ATLAS-o,17.12,0.02
2459566.1,ATLAS-o,17.11,0.03
2459572.11,ATLAS-o,17.73,0.07
2459574.09,ATLAS-o,17.78,0.05
2459589.14,ATLAS-c,20.23,0.26
2459590.06,ATLAS-o,19.07,0.14
2459592.06,ATLAS-c,20.34,0.33
2459594.11,ATLAS-o,18.97,0.28
2459595.14,ATLAS-o,18.69,0.1
2459598.0,ATLAS-o,18.64,0.3
2459599.5,J,15.87,0.15
2459599.5,H,15.0,0.21
2459602.09,ATLAS-o,18.76,0.14
2459604.1,ATLAS-o,18.79,0.09
